response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-201905-0000001,CAMP-2019-001,IND19013997,ACC0007080,2019-05-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000002,CAMP-2019-001,IND19008794,,2019-05-29,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000003,CAMP-2019-001,IND19008893,ACC0007194,2019-05-28,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000004,CAMP-2019-001,IND19011253,ACC0008108,2019-05-25,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000005,CAMP-2019-001,IND19009921,ACC0008034,2019-05-26,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000006,CAMP-2019-001,IND19004412,ACC0007300,2019-05-26,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000007,CAMP-2019-001,IND19002946,ACC0008056,2019-05-25,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-201905-0000008,CAMP-2019-001,IND19002712,ACC0007169,2019-05-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000009,CAMP-2019-001,IND19000642,ACC0007785,2019-05-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000010,CAMP-2019-001,IND19007804,ACC0008069,2019-05-28,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-201905-0000011,CAMP-2019-001,IND19008606,,2019-05-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000012,CAMP-2019-001,IND19010158,ACC0007217,2019-05-11,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000013,CAMP-2019-001,IND19001597,ACC0007174,2019-05-09,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000014,CAMP-2019-001,IND19002688,ACC0007974,2019-05-29,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000015,CAMP-2019-001,IND19012296,ACC0007349,2019-05-27,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000016,CAMP-2019-001,IND19009894,ACC0007875,2019-05-05,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000017,CAMP-2019-001,IND19007996,,2019-05-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000018,CAMP-2019-001,IND19000765,ACC0007401,2019-05-26,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000019,CAMP-2019-001,IND19000881,ACC0007584,2019-05-17,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000020,CAMP-2019-001,IND19009224,ACC0007759,2019-05-10,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000021,CAMP-2019-001,IND19000694,ACC0007998,2019-05-24,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000022,CAMP-2019-001,IND19012481,ACC0007033,2019-05-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000023,CAMP-2019-001,IND19007426,ACC0007795,2019-05-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000024,CAMP-2019-001,IND19003460,ACC0007731,2019-05-17,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000025,CAMP-2019-001,IND19004399,ACC0008241,2019-05-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000026,CAMP-2019-001,IND19001347,ACC0007535,2019-05-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000027,CAMP-2019-001,IND19001756,ACC0008022,2019-05-25,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000028,CAMP-2019-001,IND19005774,ACC0008257,2019-05-05,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000029,CAMP-2019-001,IND19005976,ACC0007173,2019-05-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000030,CAMP-2019-001,IND19002063,,2019-05-26,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000031,CAMP-2019-001,IND19004161,ACC0007497,2019-05-09,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000032,CAMP-2019-001,IND19000403,ACC0007265,2019-05-29,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000033,CAMP-2019-001,IND19006794,ACC0007680,2019-05-29,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000034,CAMP-2019-001,IND19004292,ACC0007603,2019-05-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000035,CAMP-2019-001,IND19002444,ACC0007329,2019-05-10,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000036,CAMP-2019-001,IND19011123,ACC0007331,2019-05-27,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000037,CAMP-2019-001,IND19008473,ACC0007925,2019-05-19,opened,,sms,Customer opened or viewed the campaign message.
RESP-201905-0000038,CAMP-2019-001,IND19014235,ACC0007364,2019-05-05,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000039,CAMP-2019-001,IND19010748,ACC0007975,2019-05-22,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000040,CAMP-2019-001,IND19003622,ACC0007803,2019-05-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201905-0000041,CAMP-2019-001,IND19000118,ACC0007035,2019-05-24,opened,,sms,Customer opened or viewed the campaign message.
