comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202405-000002,ACC0033603,IND2110008353,branch_visit,inbound,29/05/2024 11:45,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202405-000003,ACC0034063,IND2110009508,whatsapp,inbound,10-May-2024 13:36,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202405-000013,ACC0052609,IND2209022293,social_media,inbound,2024/05/24 09:45:45,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202405-000020,ACC0043385,IND2204007811,phone_call,inbound,25/05/2024 11:15,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202405-000021,ACC0002541,IND1902004970,phone_call,inbound,29/05/2024 07:29,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202405-000023,ACC0032588,IND2109010798,branch_visit,inbound,29/05/2024 10:05,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202405-000028,ACC0032308,IND2109011753,email,inbound,2024-05-05 20:29:19,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202405-000033,ACC0047543,IND2207016672,phone_call,inbound,13/05/2024 09:39,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge,open,Charge sent to finance controls for validation against tariff table.
COMM-202405-000040,ACC0006314,IND1904010897,phone_call,inbound,22/05/2024 17:03,Card blocked at ATM,"Eish, My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.",negative,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-202405-000042,ACC0081300,IND2401015470,app_message,inbound,2024-05-21T16:15:45+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202405-000043,ACC0036948,COM2112000142,branch_visit,inbound,29/05/2024 13:15,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,fraud_concern,escalted,Card monitoring case opened and customer advised on dispute documents.
COMM-202405-000049,ACC0016257,IND1911002620,email,inbound,2024-05-24 12:52:27,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000050,ACC0074952,IND2310019639,app_message,inbound,2024-05-30T08:36:55+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000058,ACC0046150,IND2206010702,sms,outbound,2024-05-23T06:18:58+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000060,ACC0006113,IND1904003858,app_message,inbound,2024-05-30T19:47:29+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000061,ACC0012732,IND1908016318,app_message,inbound,2024-05-07T10:34:22+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000062,ACC0036284,IND2112014030,app_message,inbound,2024-05-18T19:45:02+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000064,ACC0044089,IND2204015093,whatsapp,inbound,14-May-2024 17:45,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202405-000065,ACC0037159,IND2201014612,app_message,inbound,2024-05-01T09:51:58+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
