reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,source_system_lag_days,expected_settlement_date,confidence_score
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,MTX202512000014508,BST-ACC0117998-000016,-237.71,-237.71,2025-12-08 14:56:17,2025-12-11 14:56:17,exception,source_system_lag,source_system_processing_delay,3.0,2025-12-11,0.552
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,MTX202512000014517,BST-ACC0117998-000024,-88.8,-88.8,2025-12-12 10:51:03,2025-12-14 10:51:03,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-14,0.769
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,MTX202512000014516,BST-ACC0117998-000025,-74.23,-74.23,2025-12-12 12:31:43,2025-12-14 12:31:43,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-14,0.585
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,,BST-ACC0117998-000067,,-14.95,,2025-12-25 13:30:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.979
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,,BST-ACC0117998-000068,,1.84,,2025-12-25 13:30:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.897
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,,BST-ACC0117998-000069,,-128.22,,2026-01-25 10:45:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.885
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,,BST-ACC0117998-000070,,-63.12,,2026-02-25 07:30:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.921
RECON-202512-ACC0117998-3M,ACC0117998,IND25005549,,BST-ACC0117998-000071,,-22.3,,2026-02-25 07:30:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.975
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000001,,-60.3,,2025-12-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.89
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000002,,5.08,,2025-12-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.936
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000003,,-96.62,,2026-01-25 13:01:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.893
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000004,,-11.28,,2026-01-25 13:01:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.917
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000005,,3.2,,2026-02-25 08:12:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.898
RECON-202512-ACC0117999-3M,ACC0117999,IND25011887,,BST-ACC0117999-000006,,-2.99,,2026-02-25 08:12:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.903
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014590,BST-ACC0118000-000032,-486.06,-486.06,2025-12-16 05:54:34,2025-12-18 05:54:34,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-18,0.714
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014591,BST-ACC0118000-000033,-680.99,-680.99,2025-12-16 12:40:04,2025-12-18 12:40:04,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-18,0.555
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014592,BST-ACC0118000-000034,-323.83,-323.83,2025-12-16 13:06:02,2025-12-18 13:06:02,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-18,0.697
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014593,BST-ACC0118000-000035,-857.43,-857.43,2025-12-16 21:37:14,2025-12-18 21:37:14,exception,source_system_lag,source_system_processing_delay,2.0,2025-12-18,0.599
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014601,BST-ACC0118000-000042,-1177.05,-1182.22,2025-12-19 22:35:02,2025-12-19 22:35:02,exception,amount_mismatch,fee_or_fx_value_difference,0.0,,0.73
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014611,BST-ACC0118000-000052,-180.2,-180.2,2025-12-24 06:53:51,2025-12-25 06:53:51,exception,timing_difference,posting_date_lag,0.0,2025-12-25,0.763
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,MTX202512000014622,BST-ACC0118000-000063,-264.8,-262.22,2025-12-27 16:10:48,2025-12-27 16:10:48,exception,amount_mismatch,fee_or_fx_value_difference,0.0,,0.55
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,,BST-ACC0118000-000073,,-10.44,,2025-12-25 16:51:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.974
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,,BST-ACC0118000-000074,,-136.71,,2026-01-25 14:52:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.919
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,,BST-ACC0118000-000075,,-136.64,,2026-02-25 08:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.976
RECON-202512-ACC0118000-3M,ACC0118000,IND25011037,,BST-ACC0118000-000076,,-37.56,,2026-02-25 08:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.887
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,MTX202512000008426,BST-ACC0118001-000030,-30.89,-30.89,2025-12-16 10:06:18,2025-12-17 10:06:18,exception,source_system_lag,source_system_processing_delay,1.0,2025-12-17,0.781
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,MTX202512000008427,BST-ACC0118001-000031,-67.95,-67.95,2025-12-16 11:55:28,2025-12-17 11:55:28,exception,source_system_lag,source_system_processing_delay,1.0,2025-12-17,0.515
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,MTX202512000008449,,-871.13,,2025-12-22 19:11:43,,exception,missing_in_bank_statement,ledger_item_not_yet_settled,0.0,,0.813
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000073,,-47.24,,2025-12-25 14:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.918
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000074,,1.69,,2025-12-25 14:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.979
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000075,,-143.8,,2025-12-25 14:56:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.978
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000076,,-12.83,,2026-01-25 15:54:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.95
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000077,,-75.36,,2026-01-25 15:54:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.947
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000078,,5.24,,2026-02-25 07:36:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.969
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000079,,-74.66,,2026-02-25 07:36:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.979
RECON-202512-ACC0118001-6M,ACC0118001,IND25004479,,BST-ACC0118001-000080,,-63.66,,2026-03-25 11:49:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.9
