comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202103-000001,ACC0021255,IND20002460,sms,outbound,2021-03-02T16:24:41+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,digital_issue
COMM-202103-000002,ACC0022108,IND21005140,branch_visit,inbound,30/03/2021 09:50,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202103-000003,ACC0006974,COM19000211,branch_visit,inbound,16/03/2021 12:45,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202103-000004,ACC0003574,IND19015788,sms,outbound,2021-03-07T08:10:06+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,,,True,fraud_concern
COMM-202103-000005,ACC0000761,IND19003341,phone_call,inbound,29/03/2021 17:00,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202103-000006,ACC0012211,IND19013107,branch_visit,inbound,22/03/2021 13:10,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,,,False,
COMM-202103-000007,ACC0015067,IND19010471,phone_call,inbound,15/03/2021 10:50,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fraud_concern
COMM-202103-000008,ACC0001096,IND19016205,branch_visit,inbound,26/03/2021 08:50,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,Banking analytics agenda: five signals to watch this month,,True,failed_transaction
COMM-202103-000009,ACC0003940,IND19016991,app_message,inbound,2021-03-26T16:49:02+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay
COMM-202103-000010,ACC0007632,IND19001202,app_message,outbound,2021-03-11T13:46:46+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202103-000011,ACC0001714,IND19009033,phone_call,inbound,27/03/2021 18:23,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,,,False,
COMM-202103-000012,ACC0016968,IND19011981,app_message,inbound,2021-03-30T11:00:58+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,Digital channels reshape banking workloads as customer growth continues,,True,failed_transaction
COMM-202103-000013,ACC0022281,IND21001471,phone_call,inbound,17/03/2021 11:24,Why did my debit order fail?,"Eish, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,,,False,
