suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202101-00001,ACC0013568,IND19004909,phone_call,20/01/2021 09:28,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202101-00002,ACC0012050,IND19016322,phone_call,07/01/2021 15:25,A monthly fee breakdown would make the statement easier to understand.,fees,implemented
SUG-202101-00003,ACC0008721,IND19007514,phone_call,09/01/2021 08:07,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202101-00004,ACC0015582,IND19018002,phone_call,18/01/2021 09:16,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202101-00005,ACC0013294,IND19002035,app_message,2021-01-12T16:49:41+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202101-00006,ACC0007257,IND19002485,phone_call,26/01/2021 11:34,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,reviewed
SUG-202101-00007,ACC0009388,IND19001269,app_message,2021-01-28T02:37:56+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202101-00008,ACC0006046,IND19008170,app_message,2021-01-16T13:07:49+02:00,Please send clearer notifications when account details change.,other,submitted
SUG-202101-00009,ACC0007091,IND19003068,app_message,2021-01-20T16:30:14+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202101-00010,ACC0017490,IND19003410,branch_visit,10/01/2021 12:15,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202101-00011,ACC0000128,IND19004900,app_message,2021-01-31T17:23:44+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202101-00012,ACC0013238,IND19002309,phone_call,16/01/2021 10:36,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202101-00013,ACC0015983,IND19021454,phone_call,12/01/2021 11:21,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202101-00014,ACC0011160,IND19005174,branch_visit,01/01/2021 14:20,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202101-00015,ACC0013626,IND19013599,phone_call,02/01/2021 16:43,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202101-00016,ACC0000710,IND19010571,app_message,2021-01-22T10:39:38+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202101-00017,ACC0009254,IND19001905,phone_call,15/01/2021 09:18,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
