suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202507-00001,ACC0085782,IND2404004704,chatbot,2025-07-01T07:38:40+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202507-00002,ACC0093542,IND2408024149,branch_visit,26/07/2025 12:15,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202507-00003,ACC0087697,IND2405011667,phone_call,27/07/2025 09:15,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202507-00004,ACC0092663,IND2408020806,email,2025-07-29 06:53:19,Please add better card freeze and unfreeze controls in the app.,digital_features,reviewed
SUG-202507-00005,ACC0031478,IND2108001870,whatsapp,01-Jul-2025 08:23,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202507-00006,ACC0067220,IND2306014048,whatsapp,09-Jul-2025 07:04,Please make statements easier to download for tax and rental applications.,other,reviewed
SUG-202507-00007,ACC0026694,IND2104013168,phone_call,17/07/2025 07:14,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202507-00008,ACC0093189,IND2408002757,app_message,2025-07-23T14:49:46+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202507-00009,ACC0102608,IND2502016562,phone_call,28/07/2025 10:57,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202507-00010,ACC0032871,IND2109010887,app_message,2025-07-03T12:35:23+02:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202507-00011,ACC0055422,IND2211019274,phone_call,05/07/2025 11:05,Please make statements easier to download for tax and rental applications.,other,reviewed
SUG-202507-00012,ACC0080171,IND2401002194,phone_call,27/07/2025 10:53,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202507-00013,ACC0102357,IND2502003702,social_media,2025/07/23 21:29:07,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202507-00014,ACC0047492,IND2207014267,chatbot,2025-07-01T07:14:18+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202507-00015,ACC0075198,IND2310013550,social_media,2025/07/16 19:45:55,Please offer a small savings pocket linked to loan repayments.,product_idea,reviewed
