case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202407-00001,ACC0010199,IND1907004108,6548.67,114,legal,2024-07-17,sms,,,,open,Pieter van der Merwe,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Arrangement agreed: R1 200/month for 6 months starting 23 February. Escalating to legal."
COLL-202407-00002,ACC0018268,IND1903012057,2131.83,88,late_collections,2024-07-13,sms,488.42,2024-08-05,,open,David Govender,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Customer called, says employer missed payroll. Promised R488 by month-end."
COLL-202407-00003,ACC0080136,IND2401003419,661.5,62,late_collections,2024-07-09,app_message,,,restructured,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: restructured.
COLL-202407-00004,ACC0051467,IND2209016158,937.97,69,late_collections,2024-07-22,sms,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end."
COLL-202407-00005,ACC0069112,IND2306021745,1495.83,50,early_collections,2024-07-20,app_message,,,,closed,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202407-00006,ACC0086641,COM2404000070,7515.97,98,legal,2024-07-12,email,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202407-00007,ACC0032653,IND2109004264,887.76,82,late_collections,2024-07-14,sms,437.63,2024-07-21,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R438 communicated; customer requested until month-end.
COLL-202407-00008,ACC0064169,IND2304025011,13004.41,25,pre_delinquent,2024-07-09,branch_visit,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202407-00009,ACC0063931,IND2304012660,952.83,3,pre_delinquent,2024-07-10,branch_visit,500.84,2024-07-21,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202407-00010,ACC0010787,IND1907007728,442.77,32,early_collections,2024-07-04,branch_visit,,,settlement_offer,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end. Arrangement: settlement offer.
COLL-202407-00011,ACC0021145,COM2011000043,3019.08,62,late_collections,2024-07-15,sms,1024.99,2024-08-06,,resolved,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202407-00012,ACC0040745,IND2202008584,499.59,30,pre_delinquent,2024-07-22,sms,,,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Settlement offer of R350 communicated; customer requested until month-end.
COLL-202407-00013,ACC0073687,IND2309005664,4955.97,38,early_collections,2024-07-27,phone_call,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.
COLL-202407-00014,ACC0000330,IND1901007194,934.9,88,late_collections,2024-07-03,email,,,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202407-00015,ACC0022095,IND2101006564,2686.53,119,legal,2024-07-18,email,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202407-00016,ACC0017213,IND19014377,1540.2,67,late_collections,2024-07-10,phone_call,663.69,2024-07-19,extended_term,resolved,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R664 by month-end. Arrangement: extended term."
