payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202206-00001,COLL-202206-00039,ACC0019951,IND2006002236,2022-06-14,1596.94,card,False,884.01
REC-202206-00002,COLL-202206-00035,ACC0027258,IND2105002189,2022-06-20,92.71,debit_order,False,459.57
REC-202206-00003,COLL-202206-00043,ACC0037796,IND2201003528,2022-06-14,1632.7,debit_order,True,4200.9
REC-202206-00004,COLL-202206-00002,ACC0032581,IND2109011712,2022-06-27,589.43,eft,False,393.37
REC-202206-00005,COLL-202206-00018,ACC0001371,IND1901016093,2022-06-15,1510.95,eft,False,1289.54
REC-202206-00006,COLL-202206-00028,ACC0001774,IND1902001403,2022-06-10,622.09,eft,False,383.73
REC-202206-00007,COLL-202206-00027,ACC0000542,IND1901006210,2022-06-04,650.36,debit_order,False,2216.53
REC-202206-00008,COLL-202206-00009,ACC0015015,IND1910010155,2022-06-24,383.41,cash_deposit,False,1556.27
REC-202206-00009,COLL-202206-00019,ACC0003595,IND1903010234,2022-06-24,1177.72,debit_order,False,3270.98
REC-202206-00010,COLL-202206-00037,ACC0024084,IND2103008448,2022-06-17,68.49,debit_order,False,310.45
REC-202206-00011,COLL-202206-00008,ACC0032479,IND2109012712,2022-07-10,714.01,cash_deposit,False,405.7
REC-202206-00012,COLL-202206-00029,ACC0030106,IND2107002917,2022-06-14,1507.46,card,False,2263.35
REC-202206-00013,COLL-202206-00006,ACC0024370,IND2103008046,2022-06-09,79.08,debit_order,False,660.81
REC-202206-00014,COLL-202206-00010,ACC0011251,IND1907004940,2022-06-16,115.24,card,False,770.13
REC-202206-00015,COLL-202206-00034,ACC0020021,IND2006001701,2022-06-26,4229.08,debit_order,True,4100.33
REC-202206-00016,COLL-202206-00013,ACC0000166,IND1901004971,2022-06-02,271.27,cash_deposit,False,1924.55
REC-202206-00017,COLL-202206-00001,ACC0011096,IND1907003534,2022-06-09,457.95,card,False,778.9
REC-202206-00018,COLL-202206-00004,ACC0039708,IND2202015309,2022-06-12,2127.64,card,True,3646.39
