comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-201901-000001,ACC0001036,IND19011001,branch_visit,inbound,06/01/2019 10:05,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,False,
COMM-201901-000002,ACC0000420,IND19002592,branch_visit,inbound,18/01/2019 08:15,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201901-000003,ACC0001441,IND19008118,branch_visit,inbound,06/01/2019 12:05,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,statement_error
COMM-201901-000004,ACC0001666,COM19000270,phone_call,inbound,02/01/2019 13:47,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",neutral,False,
COMM-201901-000005,ACC0000309,IND19004238,phone_call,inbound,25/01/2019 15:07,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute
COMM-201901-000006,ACC0000303,IND19008008,phone_call,inbound,10/01/2019 14:35,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-201901-000007,ACC0000569,IND19007453,phone_call,inbound,22/01/2019 13:48,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-201901-000008,ACC0000029,IND19014833,phone_call,inbound,04/01/2019 08:22,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-201901-000009,ACC0000952,IND19006268,branch_visit,inbound,26/01/2019 12:50,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-201901-000010,ACC0001065,IND19012927,branch_visit,inbound,26/01/2019 13:05,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,statement_error
