suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202508-00001,ACC0054778,IND22017894,social_media,2025/08/16 18:30:22,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202508-00002,ACC0062539,IND23025085,branch_visit,07/08/2025 15:45,Please offer a small savings pocket linked to loan repayments.,product_idea,reviewed
SUG-202508-00003,ACC0097501,IND24013759,branch_visit,08/08/2025 12:15,Please show bank charges before the customer confirms a payment.,fees,reviewed
SUG-202508-00004,ACC0039788,IND22013210,phone_call,21/08/2025 17:27,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202508-00005,ACC0097037,IND24001308,branch_visit,13/08/2025 10:20,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202508-00006,ACC0016120,IND19006598,app_message,2025-08-27T18:40:29+02:00,Please show bank charges before the customer confirms a payment.,fees,submitted
SUG-202508-00007,ACC0047109,IND22012420,social_media,2025/08/10 21:40:16,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202508-00008,ACC0091129,IND24009815,whatsapp,29-Aug-2025 15:20,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-202508-00009,ACC0064144,IND23001273,whatsapp,14-Aug-2025 14:27,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202508-00010,ACC0020069,IND20001251,chatbot,2025-08-08T12:09:24+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,reviewed
SUG-202508-00011,ACC0055136,IND22014269,whatsapp,25-Aug-2025 22:07,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202508-00012,ACC0029121,IND21012144,chatbot,2025-08-09T14:18:06+02:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202508-00013,ACC0027488,IND21001035,app_message,2025-08-22T10:02:10+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202508-00014,ACC0098844,IND24009059,app_message,2025-08-05T06:08:52+02:00,Please allow customers to book branch appointments from the app.,branch_service,submitted
SUG-202508-00015,ACC0083814,IND24002145,social_media,2025/08/12 09:18:11,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
