payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202006-00001,COLL-202006-00019,ACC0000639,IND1901007802,2020-06-06,912.36,eft,False,3117.94
REC-202006-00002,COLL-202006-00027,ACC0003146,IND1902000005,2020-06-06,605.72,card,False,1093.67
REC-202006-00003,COLL-202006-00010,ACC0011404,IND1908004632,2020-07-10,838.95,cash_deposit,True,667.15
REC-202006-00004,COLL-202006-00013,ACC0017633,IND1911014142,2020-07-13,204.47,eft,False,432.14
REC-202006-00005,COLL-202006-00024,ACC0005685,IND1904014261,2020-06-03,485.45,cash_deposit,False,1256.73
REC-202006-00006,COLL-202006-00018,ACC0005969,IND1904013685,2020-06-29,954.51,debit_order,False,1591.3
REC-202006-00007,COLL-202006-00032,ACC0008295,IND1905013855,2020-07-06,852.82,cash_deposit,False,734.18
REC-202006-00008,COLL-202006-00029,ACC0009515,IND1906012916,2020-06-10,265.94,debit_order,False,1774.67
REC-202006-00009,COLL-202006-00001,ACC0010906,IND1907001776,2020-07-06,318.08,eft,False,1275.48
REC-202006-00010,COLL-202006-00023,ACC0005616,IND1904008087,2020-06-18,750.38,eft,False,915.81
REC-202006-00011,COLL-202006-00020,ACC0014745,IND1910000578,2020-06-16,379.31,debit_order,False,279.2
REC-202006-00012,COLL-202006-00005,ACC0008773,IND1906008498,2020-06-27,69.97,card,False,389.17
REC-202006-00013,COLL-202006-00011,ACC0000166,IND1901004971,2020-06-05,233.61,debit_order,False,881.56
