case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202006-00001,ACC0010906,IND1907001776,1593.56,100,legal,2020-06-23,sms,476.66,2020-06-22,,open,Sipho Naidoo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal."
COLL-202006-00002,ACC0006066,IND1904000926,3915.52,28,pre_delinquent,2020-06-30,branch_visit,,,,resolved,Ayanda Mthembu,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. COVID hardship relief applied. Payment holiday granted until June 2020."
COLL-202006-00003,ACC0009750,IND1906011527,8181.24,47,early_collections,2020-06-21,branch_visit,1247.93,2020-06-23,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202006-00004,ACC0011480,IND1908001929,487.22,4,pre_delinquent,2020-06-09,sms,,,,closed,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202006-00005,ACC0008773,IND1906008498,459.14,63,late_collections,2020-06-12,phone_call,,,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 500 cash. Account now current."
COLL-202006-00006,ACC0003432,IND1903001478,2331.11,16,pre_delinquent,2020-06-24,branch_visit,,,,open,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current."
COLL-202006-00007,ACC0013375,IND1909011131,1077.33,70,late_collections,2020-06-19,branch_visit,367.17,2020-07-10,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R367 cash. Account now current."
COLL-202006-00008,ACC0003795,IND1903016035,2627.0,29,pre_delinquent,2020-06-11,letter,417.1,2020-06-30,,open,David Govender,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202006-00009,ACC0007625,IND1905000348,2676.17,6,pre_delinquent,2020-06-12,branch_visit,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202006-00010,ACC0011404,IND1908004632,1506.1,72,late_collections,2020-06-10,branch_visit,826.4,2020-07-10,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202006-00011,ACC0000166,IND1901004971,1115.17,102,legal,2020-06-12,branch_visit,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202006-00012,ACC0005086,IND1903001010,729.22,119,legal,2020-06-14,phone_call,121.26,2020-06-11,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020. Escalating to legal.
COLL-202006-00013,ACC0017633,IND1911014142,636.61,48,early_collections,2020-06-26,phone_call,182.19,2020-06-29,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
COLL-202006-00014,ACC0016417,IND1911000879,2755.92,50,early_collections,2020-06-24,phone_call,,,,open,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 500 cash. Account now current."
COLL-202006-00015,ACC0006211,IND1904012935,2974.81,15,pre_delinquent,2020-06-08,branch_visit,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202006-00016,ACC0000639,IND1901007802,4490.51,91,legal,2020-06-06,phone_call,,,,closed,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202006-00017,ACC0009750,IND1906011527,5990.39,116,legal,2020-06-14,branch_visit,1654.01,2020-06-24,,closed,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required. Escalating to legal."
COLL-202006-00018,ACC0005969,IND1904013685,2545.81,46,early_collections,2020-06-19,sms,,,settlement_offer,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: settlement offer.
COLL-202006-00019,ACC0000639,IND1901007802,4030.3,58,early_collections,2020-06-20,phone_call,,,extended_term,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: extended term.
COLL-202006-00020,ACC0014745,IND1910000578,658.51,14,pre_delinquent,2020-06-22,branch_visit,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.
COLL-202006-00021,ACC0002035,IND1902007323,2809.65,21,pre_delinquent,2020-06-11,branch_visit,1204.86,2020-06-29,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202006-00022,ACC0017580,IND19004330,468.77,81,late_collections,2020-06-29,branch_visit,221.85,2020-07-03,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. COVID hardship relief applied. Payment holiday granted until June 2020.
