payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202212-00001,COLL-202212-00029,ACC0028136,IND2105001831,2022-12-07,1597.24,debit_order,False,1204.28
REC-202212-00002,COLL-202212-00041,ACC0023076,IND2102006647,2023-01-11,94.53,card,True,105.47
REC-202212-00003,COLL-202212-00019,ACC0001660,COM1901000038,2022-12-14,777.94,card,False,5112.05
REC-202212-00004,COLL-202212-00006,ACC0040448,IND2202012008,2022-12-07,196.98,eft,False,1186.73
REC-202212-00005,COLL-202212-00042,ACC0023228,IND2102000096,2022-12-28,509.21,card,False,412.67
REC-202212-00006,COLL-202212-00022,ACC0035569,IND2111013657,2022-12-22,121.97,card,False,769.66
REC-202212-00008,COLL-202212-00004,ACC0023102,IND2102008307,2022-12-24,100.83,cash_deposit,False,184.9
REC-202212-00009,COLL-202212-00028,ACC0012665,IND1908002202,2022-12-25,830.87,card,False,5159.05
REC-202212-00010,COLL-202212-00008,ACC0010225,IND1907015856,2023-01-14,1036.3,cash_deposit,False,2260.44
REC-202212-00011,COLL-202212-00043,ACC0033836,IND2110002672,2023-01-09,358.59,debit_order,True,499.91
REC-202212-00012,COLL-202212-00038,ACC0053977,IND2210014716,2022-12-16,465.05,eft,False,308.81
REC-202212-00014,COLL-202212-00044,ACC0011843,IND1908002977,2022-12-20,901.09,cash_deposit,False,510.09
REC-202212-00015,COLL-202212-00031,ACC0022426,IND2101001326,2022-12-16,1087.58,eft,False,1318.06
REC-202212-00016,COLL-202212-00039,ACC0020489,IND2008000611,2022-12-15,135.77,card,True,313.28
REC-202212-00018,COLL-202212-00007,ACC0023228,IND2102000096,2022-12-27,942.66,debit_order,False,597.48
