statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0098983-000001,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-01 10:19:21,2024-12-01,Clothing via pos,202412359462502,-321.36,MTX202412000007505,transactional,False,,0,
BST-ACC0098983-000002,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-01 10:42:19,2024-12-01,Fuel via atm,202412367105885,-613.67,MTX202412000007506,transactional,False,,0,
BST-ACC0098983-000003,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-02 09:25:17,2024-12-02,Utilities via mobile banking app,202412329069833,-990.75,MTX202412000007507,transactional,False,,0,
BST-ACC0098983-000004,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-02 22:44:00,2024-12-02,Airtime via mobile banking app,202412349390638,-45.61,MTX202412000007508,transactional,False,,0,
BST-ACC0098983-000005,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-03 21:10:09,2024-12-03,Airtime via online banking,202412332414962,-194.13,MTX202412000007509,transactional,False,,0,
BST-ACC0098983-000006,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-04 18:00:24,2024-12-04,Entertainment via mobile_banking_app,202412336650407,-58.62,MTX202412000007511,transactional,False,,0,
BST-ACC0098983-000007,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-04 19:42:47,2024-12-04,Groceries via pos,202412694219746,-451.18,MTX202412000007510,transactional,False,,0,
BST-ACC0098983-000008,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-05 12:04:07,2024-12-05,Retail via mobile_banking_app,202412794918061,-678.76,MTX202412000007512,transactional,False,,0,
BST-ACC0098983-000009,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-05 13:17:36,2024-12-05,Restaurants via pos,202412827391298,-465.32,MTX202412000007513,transactional,False,,0,
BST-ACC0098983-000010,ACC0098983,IND24007911,Keystone Retail Bank,2024-12-05 21:10:27,2024-12-05,Utilities via mobile banking app,202412862417816,-1322.91,MTX202412000007514,transactional,False,,0,
