comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202502-000001,ACC0096375,IND24009247,app_message,outbound,2025-02-20T11:45:30+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,2025-02-20,False,
COMM-202502-000002,ACC0052143,IND22000807,chatbot,inbound,2025-02-27T13:15:21+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,failed_transaction
COMM-202502-000003,ACC0091216,IND24010764,whatsapp,inbound,28-Feb-2025 16:47,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,neutral,,,False,
COMM-202502-000004,ACC0044508,IND22002407,chatbot,inbound,2025-02-16T18:55:44+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,,,False,
COMM-202502-000005,ACC0093933,IND24000463,social_media,inbound,2025/02/25 15:01:54,Kudos to branch staff,The branch team helped me quickly and explained the account options clearly. Please pass on my thanks.,negative,,,True,statement_error
COMM-202502-000006,ACC0046425,IND22000607,whatsapp,inbound,01-Feb-2025 13:40,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202502-000007,ACC0052877,IND22013797,app_message,inbound,2025-02-19T11:32:55+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,,,False,
COMM-202502-000008,ACC0045486,IND22018187,phone_call,inbound,19/02/2025 15:34,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,fee_dispute
COMM-202502-000009,ACC0051249,IND22006006,email,inbound,2025-02-14 21:03:09,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,failed_transaction
COMM-202502-000010,ACC0028716,IND21000158,whatsapp,outbound,26-Feb-2025 10:16,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,2025-02-20,False,
COMM-202502-000011,ACC0025263,IND21010576,whatsapp,outbound,18-Feb-2025 08:49,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202502-000012,ACC0064391,IND23003150,app_message,inbound,2025-02-22T13:29:11+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,,,False,
COMM-202502-000013,ACC0082227,IND24002711,app_message,inbound,2025-02-24T13:27:58+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,,,True,digital_issue
