transaction_id,account_id,customer_id,loan_id,debit_order_id,installment_number,transaction_date,transaction_time,amount,debit_credit,status,failure_reason,description,immediate_payment,receiving_account,transaction_cost,ewallet_number,channel,loan_type,payment_type,is_recovery_attempt,source_system,has_data_error,data_error_types
TXNL202100000001,ACC0001282,IND19007129,LN2019010000002,,31,2021-08-14,02:34:52,1592.74,Debit,Failed,insufficient_funds,Loan Payment - LN2019010000002,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000002,ACC0000071,IND19001466,LN2019010000009,,31,2021-08-31,04:58:40,2024.12,Debit,Completed,,Loan Payment - LN2019010000009,False,,2.5,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000003,ACC0001490,IND19011784,LN2019010000010,LDO20210000001,31,2021-08-23,03:42:23,4130.94,Debit,Cancelled,customer_stop_instruction,Loan Payment - LN2019010000010 - Extra Principal,False,,0.56,,Automated,Home Loan,extra_payment,False,loan_payment_generator,False,
TXNL202100000004,ACC0000278,IND19005139,LN2019010000015,LDO20210000002,31,2021-08-29,02:29:28,2472.86,Debit,Completed,,Loan Payment - LN2019010000015,False,,1.97,,Automated,Vehicle Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000005,ACC0000597,IND19000749,LN2019010000017,LDO20210000001,31,2021-08-22,03:18:57,1458.14,Debit,Completed,,Loan Payment - LN2019010000017,False,,0.44,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000006,ACC0000731,IND19012784,LN2019010000018,LDO20210000002,31,2021-08-30,02:12:48,4603.72,Debit,Completed,,Loan Payment - LN2019010000018,False,,1.07,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000007,ACC0000999,IND19000704,LN2019010000021,LDO20210000003,31,2021-08-30,04:41:23,1106.27,Debit,Completed,,Loan Payment - LN2019010000021,False,,0.8,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000008,ACC0000362,IND19010400,LN2019010000034,LDO20210000004,31,2021-08-20,02:11:57,1585.16,Debit,Completed,,Loan Payment - LN2019010000034,False,,0.55,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000009,ACC0000761,IND19003341,LN2019010000037,LDO20210000005,30,2021-08-10,04:59:27,1929.69,Debit,Completed,,Loan Payment - LN2019010000037,False,,1.16,,Automated,Home Loan,standard_payment,False,loan_payment_generator,False,
TXNL202100000010,ACC0000661,IND19013332,LN2019010000040,LDO20210000006,31,2021-08-25,03:08:39,3565.48,Debit,Completed,,Loan Payment - LN2019010000040,False,,0.35,,Automated,Personal Loan,standard_payment,False,loan_payment_generator,False,
