case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202202-00001,ACC0004168,IND1903003614,1040.44,17,pre_delinquent,2022-02-24,email,391.39,2022-02-19,,resolved,Pieter van der Merwe,"Former churned customer returned; new arrears flagged after failed debit order. Customer visited branch, paid R391 cash. Account now current."
COLL-202202-00002,ACC0009672,IND1906016838,2109.82,88,late_collections,2022-02-18,email,,,,open,Pieter van der Merwe,"Former churned customer returned; new arrears flagged after failed debit order. Customer in Western Cape, low income band — hardship assessment required."
COLL-202202-00003,ACC0000276,IND1901007519,1770.39,14,pre_delinquent,2022-02-27,letter,,,,closed,Nomsa Dlamini,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202202-00004,ACC0020089,COM2006000031,10378.33,5,pre_delinquent,2022-02-12,letter,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R350 communicated; customer requested until month-end.
COLL-202202-00005,ACC0023349,IND2102011242,3599.7,18,pre_delinquent,2022-02-06,app_message,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 25 August.
COLL-202202-00006,ACC0027788,IND2105002565,200.0,51,early_collections,2022-02-09,app_message,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202202-00007,ACC0021377,COM2012000047,6088.45,1,pre_delinquent,2022-02-03,app_message,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202202-00008,ACC0038161,IND2201015877,599.49,55,early_collections,2022-02-23,phone_call,172.02,2022-03-01,extended_term,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: extended term.
COLL-202202-00009,ACC0035102,IND2111008078,1951.55,12,pre_delinquent,2022-02-22,email,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202202-00010,ACC0006878,IND1904012616,293.72,40,early_collections,2022-02-20,branch_visit,,,,closed,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
