payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202202-00001,COLL-202202-00011,ACC0028504,COM21000300,2022-02-24,1046.67,cash_deposit,False,2928.37
REC-202202-00002,COLL-202202-00028,ACC0009444,IND19013712,2022-03-09,932.44,card,False,1218.08
REC-202202-00003,COLL-202202-00034,ACC0010115,IND19016405,2022-03-09,1002.36,debit_order,False,677.14
REC-202202-00004,COLL-202202-00002,ACC0009672,IND19016838,2022-02-07,1154.56,debit_order,False,955.26
REC-202202-00005,COLL-202202-00025,ACC0032534,IND21001804,2022-02-02,842.70,cash_deposit,False,2394.81
REC-202202-00006,COLL-202202-00014,ACC0031973,IND21004030,2022-02-12,762.69,debit_order,False,1761.04
REC-202202-00007,COLL-202202-00020,ACC0007485,IND19010218,2022-02-16,171.63,debit_order,False,255.85
REC-202202-00008,COLL-202202-00015,ACC0017356,IND19012559,2022-02-22,2055.94,card,True,2123.01
REC-202202-00009,COLL-202202-00012,ACC0012708,IND19000435,2022-03-18,817.68,eft,False,856.81
REC-202202-00010,COLL-202202-00013,ACC0018269,IND19005231,2022-02-19,2584.37,cash_deposit,False,4385.41
REC-202202-00011,COLL-202202-00010,ACC0006878,IND19012616,2022-02-28,183.86,cash_deposit,False,109.86
REC-202202-00012,COLL-202202-00006,ACC0027788,IND21002565,2022-02-17,26.72,eft,False,173.28
REC-202202-00013,COLL-202202-00016,ACC0026968,IND21002473,2022-02-17,4217.13,debit_order,True,3590.92
REC-202202-00014,COLL-202202-00022,ACC0001510,IND19016623,2022-03-09,1588.40,cash_deposit,False,2924.97
REC-202202-00015,COLL-202202-00031,ACC0010685,IND19015099,2022-03-18,1222.22,cash_deposit,False,2294.02
REC-202202-00016,COLL-202202-00004,ACC0020089,COM20000031,2022-02-08,4695.73,card,False,5682.60
