payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202507-00001,COLL-202507-00025,ACC0054149,IND2210011198,2025-07-14,5528.01,card,False,10992.97
REC-202507-00002,COLL-202507-00007,ACC0046026,IND2206002426,2025-07-31,86.14,eft,False,591.53
REC-202507-00003,COLL-202507-00012,ACC0043153,IND2204013731,2025-07-08,287.5,eft,False,1224.7
REC-202507-00004,COLL-202507-00010,ACC0049932,IND2208011527,2025-07-05,224.01,cash_deposit,False,334.08
REC-202507-00005,COLL-202507-00018,ACC0005403,IND1903010797,2025-07-27,722.35,debit_order,False,806.01
REC-202507-00006,COLL-202507-00019,ACC0005396,IND1903016920,2025-07-01,559.63,cash_deposit,False,846.15
REC-202507-00007,COLL-202507-00016,ACC0020766,IND2010002717,2025-07-13,65.75,cash_deposit,False,485.83
REC-202507-00008,COLL-202507-00015,ACC0098047,IND2411018897,2025-07-28,1333.27,card,False,1003.17
REC-202507-00009,COLL-202507-00009,ACC0041864,IND2203009310,2025-07-21,1621.22,card,False,1327.64
REC-202507-00010,COLL-202507-00022,ACC0099764,IND2412008742,2025-07-22,654.5,eft,False,1434.77
REC-202507-00011,COLL-202507-00002,ACC0000362,IND1901010400,2025-08-08,630.6,eft,True,548.15
REC-202507-00012,COLL-202507-00020,ACC0050053,IND2208012337,2025-07-18,2136.11,debit_order,True,7572.8
REC-202507-00013,COLL-202507-00032,ACC0094128,IND2409006335,2025-07-04,823.05,card,False,2730.05
REC-202507-00014,COLL-202507-00011,ACC0014137,IND1909003973,2025-07-15,168.27,debit_order,True,802.97
REC-202507-00015,COLL-202507-00035,ACC0034788,IND2111009355,2025-07-18,234.81,card,True,623.02
REC-202507-00016,COLL-202507-00008,ACC0069428,IND2307010896,2025-07-09,446.4,cash_deposit,False,2488.37
