month,account_id,customer_id,transaction_count,total_debits,total_credits,net_movement,avg_transaction_amount,failed_count,fraud_count
2023-12,ACC0078310,IND23004167,67,30184.99,0.0,-30184.99,450.52,2,0
2023-12,ACC0078311,IND23004660,44,13653.13,0.0,-13653.13,310.3,1,0
2023-12,ACC0078312,IND23013824,83,41014.69,918.54,-40096.15,505.22,2,1
2023-12,ACC0078313,IND23006674,40,7383.86,0.0,-7383.86,182.92,1,0
2023-12,ACC0078314,IND23014068,84,27439.51,1000.32,-26439.19,338.57,2,1
2023-12,ACC0078315,IND23007254,65,27870.37,941.97,-26928.4,443.27,1,0
2023-12,ACC0078317,IND23005247,66,40274.95,4188.74,-36086.21,673.69,2,0
2023-12,ACC0078318,IND23001682,74,69415.16,741.79,-68673.37,948.07,0,0
2023-12,ACC0078320,IND23014058,68,15248.28,2884.03,-12364.25,266.65,0,0
2023-12,ACC0078323,IND23007079,51,17056.15,854.1,-16202.05,351.18,0,0
2023-12,ACC0078324,IND23002707,70,16406.62,0.0,-16406.62,234.38,0,0
2023-12,ACC0078326,IND23006807,68,27036.92,1454.79,-25582.13,419.0,1,0
2023-12,ACC0078327,IND23004015,54,28299.54,0.0,-28299.54,524.07,1,0
2023-12,ACC0078329,IND23002503,66,16263.94,0.0,-16263.94,246.42,2,1
2023-12,ACC0078331,IND23011864,72,29476.76,0.0,-29476.76,409.4,2,0
2023-12,ACC0078337,IND23001044,60,27096.41,944.6,-26151.81,467.35,0,0
2023-12,ACC0078342,IND23011079,80,90896.35,728.46,-90167.89,1145.31,1,1
2023-12,ACC0078343,IND23007396,64,12445.49,0.0,-12445.49,194.46,1,0
2023-12,ACC0078344,IND23011267,52,10967.15,0.0,-10967.15,210.91,0,0
2023-12,ACC0078345,IND23011148,71,36083.35,5359.68,-30723.67,583.7,0,0
2023-12,ACC0078348,IND23013999,75,40621.12,0.0,-40621.12,541.61,0,0
2023-12,ACC0078350,IND23012217,75,26308.14,1090.81,-25217.33,365.32,1,0
2023-12,ACC0078359,IND23001968,72,30400.16,0.0,-30400.16,422.22,0,2
2023-12,ACC0078360,IND23011481,46,8360.18,0.0,-8360.18,181.74,0,0
2023-12,ACC0078362,IND23005693,75,26864.32,943.22,-25921.1,370.77,2,0
