reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,source_system_lag_days,expected_settlement_date,confidence_score
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001380,BST-ACC0078310-000001,-512.73,-512.73,2023-12-01 08:30:21,2023-12-01 08:30:21,matched,,,0,,0.978
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001379,BST-ACC0078310-000002,-125.03,-125.03,2023-12-01 11:59:48,2023-12-01 11:59:48,matched,,,0,,0.979
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001381,BST-ACC0078310-000003,-414.94,-414.94,2023-12-01 12:47:50,2023-12-01 12:47:50,matched,,,0,,0.996
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001382,BST-ACC0078310-000004,-386.59,-386.59,2023-12-02 17:34:04,2023-12-02 17:34:04,matched,,,0,,0.975
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001383,BST-ACC0078310-000005,-467.46,-467.46,2023-12-04 09:45:01,2023-12-04 09:45:01,matched,,,0,,0.981
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001384,BST-ACC0078310-000006,-640.66,-640.66,2023-12-04 22:46:58,2023-12-04 22:46:58,matched,,,0,,0.986
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001386,BST-ACC0078310-000007,-62.97,-62.97,2023-12-05 06:45:11,2023-12-05 06:45:11,matched,,,0,,0.981
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001385,BST-ACC0078310-000008,-81.7,-81.7,2023-12-05 07:39:35,2023-12-05 07:39:35,matched,,,0,,0.968
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001387,BST-ACC0078310-000009,-98.16,-98.16,2023-12-05 13:22:32,2023-12-05 13:22:32,matched,,,0,,0.982
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001388,BST-ACC0078310-000010,-784.96,-784.96,2023-12-05 19:18:01,2023-12-05 19:18:01,matched,,,0,,0.965
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001389,BST-ACC0078310-000011,-10.51,-10.51,2023-12-06 05:34:52,2023-12-06 05:34:52,matched,,,0,,0.978
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001390,BST-ACC0078310-000012,-51.54,-51.54,2023-12-06 08:47:19,2023-12-06 08:47:19,matched,,,0,,0.969
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001392,BST-ACC0078310-000013,-23.07,-23.07,2023-12-06 22:14:19,2023-12-07 22:14:19,exception,timing_difference,posting_date_lag,0,2023-12-07,0.651
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001393,BST-ACC0078310-000014,-549.21,-549.21,2023-12-06 22:32:15,2023-12-06 22:32:15,matched,,,0,,0.99
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001394,BST-ACC0078310-000015,-789.81,-789.81,2023-12-07 09:13:38,2023-12-07 09:13:38,matched,,,0,,0.987
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001394-DUP,BST-ACC0078310-000016,-789.81,-789.81,2023-12-07 09:18:38,2023-12-07 09:18:38,matched,,,0,,0.975
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001395,BST-ACC0078310-000017,-499.54,-499.54,2023-12-08 12:47:01,2023-12-08 12:47:01,matched,,,0,,0.977
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001396,BST-ACC0078310-000018,-799.3,-799.3,2023-12-08 22:04:14,2023-12-08 22:04:14,matched,,,0,,0.973
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001397,BST-ACC0078310-000019,-362.87,-362.87,2023-12-09 11:02:02,2023-12-09 11:02:02,matched,,,0,,0.981
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001398,BST-ACC0078310-000020,-401.74,-401.74,2023-12-09 18:52:04,2023-12-09 18:52:04,matched,,,0,,0.969
RECON-202312-ACC0078310-6M,ACC0078310,IND23004167,MTX202312000001399,BST-ACC0078310-000021,-420.75,-420.75,2023-12-10 11:33:55,2023-12-10 11:33:55,matched,,,0,,0.992
