statement_transaction_id,account_id,customer_id,bank_name,statement_date,posted_date,statement_description,bank_reference,statement_amount,source_transaction_id,entry_type,reconciliation_required,reconciliation_reason,source_system_lag_days,expected_settlement_date
BST-ACC0078309-000001,ACC0078309,IND23005368,Keystone Retail Bank,2023-12-25 12:16:00,2023-12-25,Interest Income,FEE-202312-27020,4.31,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0078309-000002,ACC0078309,IND23005368,Keystone Retail Bank,2023-12-25 12:16:00,2023-12-25,Cash Deposit Fee,FEE-202312-56294,-57.61,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0078309-000003,ACC0078309,IND23005368,Keystone Retail Bank,2024-01-25 08:07:00,2024-01-25,Service_Fee,FEE-202401-22203,-63.68,,service_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0078309-000004,ACC0078309,IND23005368,Keystone Retail Bank,2024-01-25 08:07:00,2024-01-25,Interest_Income,FEE-202401-37772,2.5,,interest_income,True,bank_generated_non_transactional_entry,0,
BST-ACC0078309-000005,ACC0078309,IND23005368,Keystone Retail Bank,2024-02-25 07:36:00,2024-02-25,Cash Deposit Fee,FEE-202402-51892,-120.35,,cash_deposit_fee,True,bank_generated_non_transactional_entry,0,
BST-ACC0078309-000006,ACC0078309,IND23005368,Keystone Retail Bank,2024-02-25 07:36:00,2024-02-25,Bank Charge,FEE-202402-41181,-116.25,,bank_charge,True,bank_generated_non_transactional_entry,0,
BST-ACC0078310-000001,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-01 08:30:21,2023-12-01,Utilities via mobile_banking_app,202312805503638,-512.73,MTX202312000001380,transactional,False,,0,
BST-ACC0078310-000002,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-01 11:59:48,2023-12-01,Utilities via online_banking,202312647388791,-125.03,MTX202312000001379,transactional,False,,0,
BST-ACC0078310-000003,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-01 12:47:50,2023-12-01,Groceries via pos,202312637201737,-414.94,MTX202312000001381,transactional,False,,0,
BST-ACC0078310-000004,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-02 17:34:04,2023-12-02,Restaurants via pos,202312718859956,-386.59,MTX202312000001382,transactional,False,,0,
BST-ACC0078310-000005,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-04 09:45:01,2023-12-04,Utilities via mobile banking app,202312133030125,-467.46,MTX202312000001383,transactional,False,,0,
BST-ACC0078310-000006,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-04 22:46:58,2023-12-04,Transfer via online banking,202312451196362,-640.66,MTX202312000001384,transactional,False,,0,
BST-ACC0078310-000007,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-05 06:45:11,2023-12-05,Transport via pos,202312239070187,-62.97,MTX202312000001386,transactional,False,,0,
BST-ACC0078310-000008,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-05 07:39:35,2023-12-05,Transport via contactless,202312325818011,-81.7,MTX202312000001385,transactional,False,,0,
BST-ACC0078310-000009,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-05 13:22:32,2023-12-05,Restaurants via mobile banking app,202312477311666,-98.16,MTX202312000001387,transactional,False,,0,
BST-ACC0078310-000010,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-05 19:18:01,2023-12-05,Retail via atm,202312195326804,-784.96,MTX202312000001388,transactional,False,,0,
BST-ACC0078310-000011,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-06 05:34:52,2023-12-06,Utilities via mobile_banking_app,202312439654680,-10.51,MTX202312000001389,transactional,False,,0,
BST-ACC0078310-000012,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-06 08:47:19,2023-12-06,Airtime via online_banking,202312248556961,-51.54,MTX202312000001390,transactional,False,,0,
BST-ACC0078310-000014,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-06 22:32:15,2023-12-06,Utilities via mobile_banking_app,202312318586307,-549.21,MTX202312000001393,transactional,False,,0,
BST-ACC0078310-000015,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-07 09:13:38,2023-12-07,Transfer via mobile banking app,202312637376135,-789.81,MTX202312000001394,transactional,False,,0,
BST-ACC0078310-000016,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-07 09:18:38,2023-12-07,Transfer via mobile banking app,202312637376135,-789.81,MTX202312000001394-DUP,transactional,False,,0,
BST-ACC0078310-000013,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-07 22:14:19,2023-12-07,Airtime via ussd,202312821416366,-23.07,MTX202312000001392,transactional,True,timing_difference,0,2023-12-07
BST-ACC0078310-000017,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-08 12:47:01,2023-12-08,Retail via pos,202312925465091,-499.54,MTX202312000001395,transactional,False,,0,
BST-ACC0078310-000018,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-08 22:04:14,2023-12-08,Utilities via mobile banking app,202312564323073,-799.3,MTX202312000001396,transactional,False,,0,
BST-ACC0078310-000019,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-09 11:02:02,2023-12-09,Restaurants via ewallet,202312105195658,-362.87,MTX202312000001397,transactional,False,,0,
BST-ACC0078310-000020,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-09 18:52:04,2023-12-09,Retail via contactless,202312529559236,-401.74,MTX202312000001398,transactional,False,,0,
BST-ACC0078310-000021,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-10 11:33:55,2023-12-10,Clothing via contactless,202312726568618,-420.75,MTX202312000001399,transactional,False,,0,
BST-ACC0078310-000022,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-10 17:48:01,2023-12-10,Retail via pos,202312258564133,-569.78,MTX202312000001400,transactional,False,,0,
BST-ACC0078310-000023,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-11 06:38:58,2023-12-11,Fuel via pos,202312445649984,-1049.09,MTX202312000001401,transactional,False,,0,
BST-ACC0078310-000024,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-12 05:59:37,2023-12-12,Fuel via mobile banking app,202312948862954,-164.41,MTX202312000001402,transactional,False,,0,
BST-ACC0078310-000025,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-12 06:10:30,2023-12-12,Clothing via mobile_banking_app,202312190090908,-417.16,MTX202312000001403,transactional,False,,0,
BST-ACC0078310-000026,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-12 07:42:08,2023-12-12,Airtime via pos,202312209938235,-49.0,MTX202312000001404,transactional,False,,0,
BST-ACC0078310-000027,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-12 18:40:58,2023-12-12,Groceries via online banking,202312124156425,-707.68,MTX202312000001405,transactional,False,,0,
BST-ACC0078310-000028,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-12 21:34:59,2023-12-12,Airtime via online banking,202312389646102,-90.61,MTX202312000001406,transactional,False,,0,
BST-ACC0078310-000029,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-13 05:22:30,2023-12-13,Airtime via mobile_banking_app,202312151559391,-71.14,MTX202312000001407,transactional,False,,0,
BST-ACC0078310-000030,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-13 12:15:36,2023-12-13,Retail via atm,202312349985100,-773.36,MTX202312000001408,transactional,False,,0,
BST-ACC0078310-000031,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-14 08:43:47,2023-12-14,Airtime via mobile_banking_app,202312618155466,-40.23,MTX202312000001410,transactional,False,,0,
BST-ACC0078310-000032,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-14 10:18:17,2023-12-14,Transfer via online_banking,202312293719372,-830.4,MTX202312000001409,transactional,False,,0,
BST-ACC0078310-000033,ACC0078310,IND23004167,Keystone Retail Bank,2023-12-14 19:45:05,2023-12-14,Groceries via pos,202312888485080,-302.69,MTX202312000001411,transactional,False,,0,
