payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201902-00001,COLL-201902-00008,ACC0000213,IND1901003541,2019-02-13,631.05,cash_deposit,False,352.52
REC-201902-00002,COLL-201902-00028,ACC0000134,IND1901012457,2019-03-21,538.56,card,False,2253.85
REC-201902-00003,COLL-201902-00009,ACC0000390,IND1901002143,2019-02-23,563.27,card,False,372.17
REC-201902-00004,COLL-201902-00029,ACC0001494,IND1901015488,2019-02-26,477.99,eft,True,1013.56
REC-201902-00005,COLL-201902-00014,ACC0000213,IND1901003541,2019-02-17,379.3,debit_order,False,316.93
REC-201902-00006,COLL-201902-00013,ACC0000134,IND1901012457,2019-02-09,614.32,debit_order,True,2049.83
REC-201902-00007,COLL-201902-00001,ACC0001365,IND1901015299,2019-03-10,62.7,debit_order,True,183.25
REC-201902-00008,COLL-201902-00022,ACC0001494,IND1901015488,2019-02-12,546.65,cash_deposit,False,1170.14
REC-201902-00009,COLL-201902-00024,ACC0001365,IND1901015299,2019-02-18,168.15,debit_order,False,253.28
REC-201902-00010,COLL-201902-00003,ACC0000134,IND1901012457,2019-02-05,1597.06,card,False,1881.03
REC-201902-00011,COLL-201902-00006,ACC0001365,IND1901015299,2019-02-13,123.69,card,False,76.31
REC-201902-00012,COLL-201902-00027,ACC0000390,IND1901002143,2019-02-04,132.58,debit_order,False,314.89
