payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202011-00001,COLL-202011-00025,ACC0006321,IND19010780,2020-11-27,642.27,eft,False,2228.60
REC-202011-00002,COLL-202011-00006,ACC0012118,IND19010720,2020-12-04,1259.38,debit_order,True,2499.38
REC-202011-00003,COLL-202011-00001,ACC0006066,IND19000926,2020-11-24,1330.41,cash_deposit,False,3084.20
REC-202011-00004,COLL-202011-00010,ACC0020282,IND20002077,2020-11-26,463.11,cash_deposit,True,1244.78
REC-202011-00005,COLL-202011-00004,ACC0004891,IND19011397,2020-11-14,6907.25,debit_order,True,5633.87
REC-202011-00006,COLL-202011-00018,ACC0001865,IND19005343,2020-12-11,1991.38,eft,False,2419.98
REC-202011-00007,COLL-202011-00023,ACC0015828,IND19001557,2020-11-26,343.26,cash_deposit,True,603.21
REC-202011-00008,COLL-202011-00007,ACC0003858,IND19003066,2020-12-11,169.93,card,False,132.94
REC-202011-00009,COLL-202011-00033,ACC0018003,IND19007768,2020-11-13,469.61,debit_order,False,622.21
REC-202011-00010,COLL-202011-00013,ACC0002408,IND19009301,2020-11-10,2247.83,debit_order,True,5464.11
REC-202011-00011,COLL-202011-00003,ACC0016257,IND19002620,2020-11-18,269.29,debit_order,False,191.16
REC-202011-00012,COLL-202011-00021,ACC0002944,IND19011863,2020-11-03,3210.69,eft,False,14658.57
REC-202011-00013,COLL-202011-00026,ACC0004557,IND19013617,2020-11-08,1420.13,cash_deposit,False,1827.28
