reconciliation_run_id,account_id,customer_id,ledger_transaction_id,statement_transaction_id,ledger_amount,statement_amount,ledger_date,statement_date,match_status,exception_category,root_cause_tag,source_system_lag_days,expected_settlement_date,confidence_score
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,MTX202112000002756,BST-ACC0035871-000033,-114.72,-121.18,2021-12-14 18:04:58,2021-12-14 18:04:58,exception,amount_mismatch,fee_or_fx_value_difference,0.0,,0.596
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000078,,2.36,,2021-12-25 17:43:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.918
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000079,,-43.22,,2021-12-25 17:43:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.934
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000080,,2.41,,2022-01-25 13:22:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.929
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000081,,-125.87,,2022-01-25 13:22:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.924
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000082,,-11.81,,2022-01-25 13:22:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.907
RECON-202112-ACC0035871-3M,ACC0035871,IND21014800,,BST-ACC0035871-000083,,1.22,,2022-02-25 15:55:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.886
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,MTX202112000022326,BST-ACC0035872-000002,-66.74,-66.74,2021-12-02 08:43:51,2021-12-03 08:43:51,exception,source_system_lag,source_system_processing_delay,1.0,2021-12-03,0.656
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,MTX202112000022339,BST-ACC0035872-000015,-53.26,-53.49,2021-12-09 08:44:16,2021-12-09 08:44:16,exception,amount_mismatch,fee_or_fx_value_difference,0.0,,0.728
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,MTX202112000022349,BST-ACC0035872-000025,-464.19,-464.19,2021-12-14 18:13:03,2021-12-15 18:13:03,exception,timing_difference,posting_date_lag,0.0,2021-12-15,0.816
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,MTX202112000022380,BST-ACC0035872-000056,-49.37,-49.37,2021-12-26 09:56:47,2021-12-26 09:56:47,exception,duplicate_bank_entry,bank_statement_duplicate,0.0,,0.679
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,,BST-ACC0035872-000070,,-82.59,,2021-12-25 17:34:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.973
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,,BST-ACC0035872-000071,,-100.89,,2021-12-25 17:34:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.915
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,,BST-ACC0035872-000072,,-4.15,,2021-12-25 17:34:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.925
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,,BST-ACC0035872-000073,,3.06,,2022-01-25 13:53:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.916
RECON-202112-ACC0035872-6M,ACC0035872,IND21001474,,BST-ACC0035872-000074,,-98.25,,2022-01-25 13:53:00,exception,non_transactional_bank_entry,bank_generated_fee_or_interest,,,0.911
