month,account_id,customer_id,transaction_count,total_debits,total_credits,net_movement,avg_transaction_amount,failed_count,fraud_count
2021-12,ACC0035871,IND21014800,78,24104.41,10.0,-24094.41,309.16,1,0
2021-12,ACC0035872,IND21001474,66,8884.81,0.0,-8884.81,133.62,0,2
2021-12,ACC0035876,IND21005579,65,15652.34,1251.1,-14401.24,260.05,1,0
2021-12,ACC0035880,IND21003620,68,27726.31,22.7,-27703.61,408.07,0,0
2021-12,ACC0035882,IND21004053,75,22904.52,2767.43,-20137.09,342.29,0,0
2021-12,ACC0035884,IND21012186,86,31153.26,2845.45,-28307.81,395.33,1,0
2021-12,ACC0035885,IND21008818,69,25481.97,0.0,-25481.97,369.3,1,0
2021-12,ACC0035889,IND21007116,47,12163.6,0.0,-12163.6,258.8,0,0
2021-12,ACC0035892,IND21011209,56,12907.12,1152.37,-11754.75,251.06,0,0
2021-12,ACC0035896,IND21011711,82,30387.27,1008.19,-29379.08,382.87,1,0
2021-12,ACC0035897,IND21000290,64,30332.79,2381.34,-27951.45,511.16,1,1
2021-12,ACC0035900,IND21015023,48,23411.64,0.0,-23411.64,487.74,0,0
2021-12,ACC0035903,IND21011925,47,9915.11,0.0,-9915.11,210.96,0,0
2021-12,ACC0035905,IND21001558,82,37529.3,1194.62,-36334.68,472.24,1,1
2021-12,ACC0035906,IND21014810,56,15076.24,0.0,-15076.24,269.22,1,0
2021-12,ACC0035907,IND21001872,79,27795.03,0.0,-27795.03,351.84,1,0
2021-12,ACC0035908,IND21012990,65,24019.33,0.0,-24019.33,369.53,2,1
2021-12,ACC0035911,IND21010299,67,28278.38,774.91,-27503.47,433.63,1,0
2021-12,ACC0035914,IND21013252,76,29004.36,0.0,-29004.36,381.64,2,0
2021-12,ACC0035915,IND21000204,60,12371.48,1237.79,-11133.69,226.82,0,0
2021-12,ACC0035917,IND21013135,67,25148.94,474.52,-24674.42,382.44,1,3
2021-12,ACC0035918,IND21011328,82,23840.61,991.35,-22849.26,302.83,2,1
2021-12,ACC0035920,IND21014012,58,44238.92,0.0,-44238.92,762.74,2,0
2021-12,ACC0035921,IND21011673,60,17774.5,0.0,-17774.5,296.24,1,0
2021-12,ACC0035922,IND21003143,55,15492.34,0.0,-15492.34,281.68,0,0
2021-12,ACC0035923,IND21011878,75,35539.53,3915.36,-31624.17,526.07,2,0
2021-12,ACC0035924,IND21013915,45,9796.08,0.0,-9796.08,217.69,0,0
2021-12,ACC0035926,IND21002363,59,14291.53,809.67,-13481.86,255.95,1,0
2021-12,ACC0035927,IND21000566,83,50165.62,3739.58,-46426.04,649.46,0,0
2021-12,ACC0035931,IND21013731,58,9716.05,0.0,-9716.05,167.52,0,0
2021-12,ACC0035936,IND21008860,62,10650.46,0.0,-10650.46,171.78,0,0
2021-12,ACC0035937,IND21010137,67,12302.49,0.0,-12302.49,183.62,1,1
2021-12,ACC0035939,IND21013096,69,12663.19,2200.65,-10462.54,215.42,1,0
2021-12,ACC0035940,IND21014221,60,13896.21,0.0,-13896.21,231.6,0,0
2021-12,ACC0035942,IND21000933,59,9146.12,0.0,-9146.12,155.02,0,0
2021-12,ACC0035943,IND21001901,72,17928.95,637.45,-17291.5,257.87,2,0
2021-12,ACC0035944,IND21014255,64,12854.86,1138.0,-11716.86,218.64,0,1
2021-12,ACC0035945,IND21009688,53,49670.08,5409.81,-44260.27,1039.24,1,1
