customer_id,year,month,reason
COM1901000115,2019,12,duplicate_across_month_files
COM1911000132,2019,12,duplicate_across_month_files
COM1911000229,2019,12,duplicate_across_month_files
IND1901000058,2019,12,duplicate_across_month_files
IND1901000376,2019,12,duplicate_across_month_files
IND1901000998,2019,12,duplicate_across_month_files
IND1901001326,2019,12,duplicate_across_month_files
IND1901001697,2019,12,duplicate_across_month_files
IND1901002237,2019,12,duplicate_across_month_files
IND1901002312,2019,12,duplicate_across_month_files
IND1901002349,2019,12,duplicate_across_month_files
IND1901002495,2019,12,duplicate_across_month_files
IND1901003161,2019,12,duplicate_across_month_files
IND1901003353,2019,12,duplicate_across_month_files
IND1901003845,2019,12,duplicate_across_month_files
IND1901005181,2019,12,duplicate_across_month_files
IND1901007349,2019,12,duplicate_across_month_files
IND1901007801,2019,12,duplicate_across_month_files
IND1901008118,2019,12,duplicate_across_month_files
IND1901008404,2019,12,duplicate_across_month_files
IND1901009152,2019,12,duplicate_across_month_files
IND1901009273,2019,12,duplicate_across_month_files
IND1901009322,2019,12,duplicate_across_month_files
IND1901009634,2019,12,duplicate_across_month_files
IND1901010698,2019,12,duplicate_across_month_files
IND1901010743,2019,12,duplicate_across_month_files
IND1901011344,2019,12,duplicate_across_month_files
IND1901011746,2019,12,duplicate_across_month_files
IND1901011832,2019,12,duplicate_across_month_files
IND1901012603,2019,12,duplicate_across_month_files
IND1901012795,2019,12,duplicate_across_month_files
IND1901013470,2019,12,duplicate_across_month_files
IND1901013798,2019,12,duplicate_across_month_files
IND1901015357,2019,12,duplicate_across_month_files
IND1901015694,2019,12,duplicate_across_month_files
IND1902000019,2019,12,duplicate_across_month_files
IND1902000352,2019,12,duplicate_across_month_files
IND1902001301,2019,12,duplicate_across_month_files
IND1902001753,2019,12,duplicate_across_month_files
IND1902001906,2019,12,duplicate_across_month_files
IND1902002283,2019,12,duplicate_across_month_files
IND1902003410,2019,12,duplicate_across_month_files
IND1902004041,2019,12,duplicate_across_month_files
IND1902005131,2019,12,duplicate_across_month_files
IND1902005988,2019,12,duplicate_across_month_files
IND1902007645,2019,12,duplicate_across_month_files
IND1902008304,2019,12,duplicate_across_month_files
IND1902008947,2019,12,duplicate_across_month_files
IND1902009649,2019,12,duplicate_across_month_files
IND1902012391,2019,12,duplicate_across_month_files
IND1902013436,2019,12,duplicate_across_month_files
IND1902013869,2019,12,duplicate_across_month_files
IND1902014767,2019,12,duplicate_across_month_files
IND1902014934,2019,12,duplicate_across_month_files
IND1902015595,2019,12,duplicate_across_month_files
IND1902016466,2019,12,duplicate_across_month_files
IND1902016907,2019,12,duplicate_across_month_files
IND1902017125,2019,12,duplicate_across_month_files
IND1903000323,2019,12,duplicate_across_month_files
IND1903001406,2019,12,duplicate_across_month_files
IND1903002060,2019,12,duplicate_across_month_files
IND1903003699,2019,12,duplicate_across_month_files
IND1903004563,2019,12,duplicate_across_month_files
IND1903006727,2019,12,duplicate_across_month_files
IND1903007025,2019,12,duplicate_across_month_files
IND1903007254,2019,12,duplicate_across_month_files
IND1903008902,2019,12,duplicate_across_month_files
IND1903010037,2019,12,duplicate_across_month_files
IND1903010313,2019,12,duplicate_across_month_files
IND1903010751,2019,12,duplicate_across_month_files
IND1903011021,2019,12,duplicate_across_month_files
IND1903011221,2019,12,duplicate_across_month_files
IND1903011369,2019,12,duplicate_across_month_files
IND1903011831,2019,12,duplicate_across_month_files
IND1903012057,2019,12,duplicate_across_month_files
IND1903013648,2019,12,duplicate_across_month_files
IND1903014389,2019,12,duplicate_across_month_files
IND1903014872,2019,12,duplicate_across_month_files
IND1903015216,2019,12,duplicate_across_month_files
IND1903015913,2019,12,duplicate_across_month_files
IND1903016147,2019,12,duplicate_across_month_files
IND1903017115,2019,12,duplicate_across_month_files
IND1904000091,2019,12,duplicate_across_month_files
IND1904000388,2019,12,duplicate_across_month_files
IND1904002083,2019,12,duplicate_across_month_files
IND1904003582,2019,12,duplicate_across_month_files
IND1904003770,2019,12,duplicate_across_month_files
IND1904004221,2019,12,duplicate_across_month_files
IND1904005881,2019,12,duplicate_across_month_files
IND1904006852,2019,12,duplicate_across_month_files
IND1904007712,2019,12,duplicate_across_month_files
IND1904009088,2019,12,duplicate_across_month_files
IND1904009254,2019,12,duplicate_across_month_files
IND1904009787,2019,12,duplicate_across_month_files
IND1904011112,2019,12,duplicate_across_month_files
IND1904013553,2019,12,duplicate_across_month_files
IND1904013819,2019,12,duplicate_across_month_files
IND1904015061,2019,12,duplicate_across_month_files
