comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202210-000001,ACC0034905,IND21002314,branch_visit,inbound,18/10/2022 14:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction
COMM-202210-000002,ACC0049690,IND22019463,sms,outbound,2022-10-24T10:40:06+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,positive,,,False,
COMM-202210-000003,ACC0049956,IND22001046,app_message,inbound,2022-10-29T19:15:02+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,positive,Banking analytics agenda: five signals to watch this month,,False,
COMM-202210-000004,ACC0027120,IND21006430,app_message,inbound,2022-10-17T00:00:58+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,fee_dispute
COMM-202210-000005,ACC0003430,IND19018732,phone_call,inbound,23/10/2022 13:48,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,neutral,Digital channels reshape banking workloads as customer growth continues,,False,
COMM-202210-000006,ACC0031061,IND21013545,branch_visit,inbound,20/10/2022 11:30,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,service_delay
COMM-202210-000007,ACC0048459,IND22019343,sms,outbound,2022-10-27T04:07:38+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,digital_issue
COMM-202210-000008,ACC0011375,IND19017428,branch_visit,inbound,06/10/2022 08:05,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,neutral,Banks watch debit-order strain as households adjust spending,,False,
COMM-202210-000009,ACC0036947,COM21000107,branch_visit,inbound,02/10/2022 09:45,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction
COMM-202210-000010,ACC0023277,IND21004862,email,inbound,2022-10-28 14:11:16,Account enquiry,Please assist with my banking enquiry.,positive,,,False,
COMM-202210-000011,ACC0020873,IND20001428,phone_call,inbound,20/10/2022 17:53,Home Loan rate increase question,"Eish, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.",neutral,Retail banks sharpen arrears analytics as payment stress persists,,False,
COMM-202210-000012,ACC0028516,COM21000329,app_message,inbound,2022-10-14T16:11:23+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,Retail banks sharpen arrears analytics as payment stress persists,,True,fee_dispute
COMM-202210-000013,ACC0004334,IND19009236,phone_call,inbound,05/10/2022 11:38,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,,,True,failed_transaction
COMM-202210-000014,ACC0009537,IND19000621,branch_visit,inbound,03/10/2022 12:15,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,,,False,
COMM-202210-000015,ACC0023721,IND21009391,phone_call,inbound,26/10/2022 15:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,Statement delays add noise to month-end finance controls,,False,
