response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202302-0000001,CAMP-2023-001,COM2302000226,ACC0061056,2023-02-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000002,CAMP-2023-001,COM2302000348,ACC0061054,2023-02-02,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000003,CAMP-2023-001,COM2302000458,ACC0061063,2023-02-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000004,CAMP-2023-002,IND2302006933,ACC0060225,2023-02-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000005,CAMP-2023-002,IND2302001266,ACC0060307,2023-02-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000006,CAMP-2023-002,IND2302008114,ACC0059777,2023-02-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000007,CAMP-2023-002,IND2302009371,ACC0060818,2023-02-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000008,CAMP-2023-002,IND2302013401,ACC0059661,2023-02-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000009,CAMP-2023-002,IND2302002410,ACC0059578,2023-02-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000010,CAMP-2023-002,IND2302005186,ACC0060090,2023-02-07,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202302-0000011,CAMP-2023-002,IND2302004859,ACC0059756,2023-02-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000012,CAMP-2023-002,IND2302006923,ACC0061016,2023-02-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000013,CAMP-2023-002,IND2302010146,ACC0060192,2023-02-05,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202302-0000014,CAMP-2023-002,IND2302007276,ACC0059940,2023-02-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000015,CAMP-2023-002,IND2302006574,ACC0059655,2023-02-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000016,CAMP-2023-002,IND2302011140,ACC0059905,2023-02-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000017,CAMP-2023-002,IND2302009888,ACC0060816,2023-02-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000018,CAMP-2023-002,IND2302003770,ACC0060479,2023-02-04,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000019,CAMP-2023-002,IND2302012336,ACC0060301,2023-02-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000020,CAMP-2023-002,IND2302008863,ACC0059785,2023-02-06,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202302-0000021,CAMP-2023-002,IND2302011152,ACC0060110,2023-02-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000022,CAMP-2023-002,IND2302002924,ACC0060241,2023-02-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000023,CAMP-2023-002,IND2302000609,ACC0059898,2023-02-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000024,CAMP-2023-002,IND2302014836,ACC0059812,2023-02-06,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202302-0000025,CAMP-2023-002,IND2302015479,ACC0059784,2023-02-07,opted_out,,app_push,Customer opted out of marketing messages for this channel.
RESP-202302-0000026,CAMP-2023-002,IND2302015407,ACC0060544,2023-02-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000027,CAMP-2023-002,IND2302007700,ACC0060697,2023-02-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000028,CAMP-2023-002,IND2302001007,ACC0059582,2023-02-03,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202302-0000029,CAMP-2023-003,IND2302005921,ACC0059741,2023-02-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202302-0000030,CAMP-2023-003,IND2302002045,ACC0060786,2023-02-08,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202302-0000031,CAMP-2023-003,IND2302016040,ACC0060006,2023-02-07,converted,1100.0,app_push,Customer accepted offer for credit_card through app_push.
RESP-202302-0000032,CAMP-2023-003,IND2302009184,ACC0060136,2023-02-19,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202302-0000033,CAMP-2023-003,IND2302008041,ACC0060252,2023-02-12,complained,,app_push,"Customer complained about frequency, relevance or timing of marketing contact."
