response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202007-0000001,CAMP-2020-005,IND20000792,ACC0020353,2020-07-19,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202007-0000002,CAMP-2020-005,IND20001924,ACC0020346,2020-07-26,ignored,,email,No direct action recorded after campaign exposure.
RESP-202007-0000003,CAMP-2020-005,IND20002014,ACC0020147,2020-07-23,ignored,,email,No direct action recorded after campaign exposure.
RESP-202007-0000004,CAMP-2020-005,IND20001151,ACC0020345,2020-07-22,ignored,,email,No direct action recorded after campaign exposure.
RESP-202007-0000005,CAMP-2020-005,IND20002483,ACC0020305,2020-07-25,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202007-0000006,CAMP-2020-005,IND20001497,ACC0020138,2020-07-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202007-0000007,CAMP-2020-005,IND20001032,ACC0020156,2020-07-26,ignored,,email,No direct action recorded after campaign exposure.
RESP-202007-0000008,CAMP-2020-005,IND20000262,ACC0020330,2020-07-20,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202007-0000009,CAMP-2020-006,COM20000041,ACC0020368,2020-07-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202007-0000010,CAMP-2020-006,COM20000049,ACC0020365,2020-07-27,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202007-0000011,CAMP-2020-006,COM20000064,ACC0020363,2020-07-27,ignored,,app_push,No direct action recorded after campaign exposure.
