response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202104-0000001,CAMP-2021-003,IND2104003207,ACC0025510,2021-04-10,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000002,CAMP-2021-003,IND2104010012,ACC0026489,2021-04-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000003,CAMP-2021-003,IND2104020507,ACC0026826,2021-04-09,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000004,CAMP-2021-003,IND2104002775,ACC0025253,2021-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000005,CAMP-2021-003,IND2104004329,ACC0026214,2021-04-18,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202104-0000006,CAMP-2021-003,IND2104006039,ACC0026226,2021-04-19,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202104-0000007,CAMP-2021-003,IND2104001477,ACC0026208,2021-04-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000008,CAMP-2021-003,IND2104018867,ACC0025504,2021-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000009,CAMP-2021-003,IND2104012960,ACC0025532,2021-04-23,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000010,CAMP-2021-003,IND2104015736,ACC0026626,2021-04-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000011,CAMP-2021-003,IND2104009513,ACC0025802,2021-04-15,opened,,sms,Customer opened or viewed the campaign message.
RESP-202104-0000012,CAMP-2021-003,IND2104004258,ACC0025171,2021-04-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000013,CAMP-2021-003,IND2104007659,ACC0025624,2021-04-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202104-0000014,CAMP-2021-003,IND2104004766,ACC0025737,2021-04-12,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202104-0000015,CAMP-2021-003,IND2104017712,ACC0025212,2021-04-12,opened,,sms,Customer opened or viewed the campaign message.
RESP-202104-0000016,CAMP-2021-003,IND2104015728,ACC0025938,2021-04-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000017,CAMP-2021-003,IND2104009306,ACC0026640,2021-04-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202104-0000018,CAMP-2021-003,IND2104016901,ACC0025315,2021-04-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000019,CAMP-2021-003,IND2104011698,ACC0026138,2021-04-24,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000020,CAMP-2021-003,IND2104007510,ACC0026434,2021-04-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000021,CAMP-2021-003,IND2104016324,ACC0026030,2021-04-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202104-0000022,CAMP-2021-003,IND2104002007,ACC0025822,2021-04-25,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202104-0000023,CAMP-2021-003,IND2104013576,ACC0026053,2021-04-30,converted,22140.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202104-0000024,CAMP-2021-003,IND2104008314,ACC0026078,2021-04-03,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000025,CAMP-2021-003,IND2104012920,ACC0026760,2021-04-24,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000026,CAMP-2021-003,IND2104016408,ACC0026340,2021-04-30,opened,,sms,Customer opened or viewed the campaign message.
RESP-202104-0000027,CAMP-2021-003,IND2104015431,ACC0025573,2021-04-01,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202104-0000028,CAMP-2021-003,IND2104008717,ACC0026926,2021-04-22,ignored,,sms,No direct action recorded after campaign exposure.
