comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202501-000005,ACC0068860,IND23007853,phone_call,inbound,27/01/2025 07:06,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202501-000006,ACC0002078,IND19001195,branch_visit,inbound,04/01/2025 10:20,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,fee_dispute,escalted,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202501-000016,ACC0020167,IND20002097,app_message,inbound,2025-01-25T17:08:36+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,Banking analytics agenda: five signals to watch this month,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202501-000023,ACC0009444,IND19013712,phone_call,inbound,05/01/2025 11:49,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,,,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202501-000028,ACC0067024,IND23014276,app_message,inbound,2025-01-29T12:28:09+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202501-000030,ACC0070329,IND23012331,app_message,inbound,2025-01-20T18:13:24+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,,,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202501-000032,ACC0096994,IND24018024,email,inbound,2025-01-26 08:09:43,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,Statement delays add noise to month-end finance controls,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202501-000033,ACC0042719,IND22010647,whatsapp,inbound,25-Jan-2025 06:52,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202501-000036,ACC0070857,COM23000265,chatbot,inbound,2025-01-21T11:28:19+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,Retail banks sharpen arrears analytics as payment stress persists,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202501-000041,ACC0003574,IND19015788,app_message,inbound,2025-01-17T12:38:27+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
