comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202102-000003,ACC0004667,IND19010993,phone_call,inbound,02/02/2021 15:02,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202102-000005,ACC0014461,IND19004667,app_message,inbound,2021-02-19T17:44:45+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202102-000006,ACC0005792,IND19002285,sms,outbound,2021-02-14T15:11:55+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202102-000009,ACC0010477,IND19004600,app_message,inbound,2021-02-24T11:51:29+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202102-000010,ACC0006131,IND19010064,app_message,inbound,2021-02-10T14:28:17+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202102-000012,ACC0016627,IND19008440,sms,outbound,2021-02-16T18:43:57+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202102-000013,ACC0011520,IND19012986,sms,outbound,2021-02-15T20:46:37+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,staff_behavior,open,Branch manager to contact customer and review service notes.
COMM-202102-000016,ACC0020686,IND20002572,phone_call,inbound,05/02/2021 10:25,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,other,open,Customer care team reviewing the account history.
COMM-202102-000017,ACC0003458,IND19000548,app_message,inbound,2021-02-10T18:26:05+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue,open,Digital support case created with device and login details.
COMM-202102-000018,ACC0009731,IND19002518,sms,outbound,2021-02-07T09:16:53+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
COMM-202102-000019,ACC0014119,IND19007262,sms,outbound,2021-02-02T18:59:07+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202102-000026,ACC0001016,IND19007315,app_message,inbound,2021-02-16T11:17:54+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202102-000027,ACC0001156,IND19014489,app_message,inbound,2021-02-26T16:21:40+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202102-000029,ACC0002716,IND19017246,app_message,inbound,2021-02-03T17:43:07+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202102-000030,ACC0001482,IND19001446,app_message,inbound,2021-02-05T15:52:47+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202102-000032,ACC0013892,IND19011911,sms,outbound,2021-02-24T10:05:04+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202102-000034,ACC0005972,IND19010087,phone_call,inbound,28/02/2021 10:51,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202102-000037,ACC0006897,IND19008709,branch_visit,inbound,04/02/2021 09:50,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202102-000039,ACC0000766,IND19001627,phone_call,inbound,10/02/2021 07:33,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202102-000043,ACC0002865,IND19014744,app_message,inbound,2021-02-21T22:56:24+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error,escalted,Statement extract queued for reconciliation review.
COMM-202102-000046,ACC0003363,IND19015447,branch_visit,inbound,02/02/2021 12:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202102-000047,ACC0009939,IND19007504,app_message,inbound,2021-02-07T11:11:03+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,escalted,Digital support case created with device and login details.
