comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202012-000001,ACC0014753,IND1910004483,app_message,inbound,2020-12-31T20:00:54+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202012-000002,ACC0015667,IND1911018619,app_message,inbound,2020-12-03T18:25:47+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue
COMM-202012-000003,ACC0004727,IND1903005207,app_message,inbound,2020-12-16T15:06:56+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,False,
COMM-202012-000004,ACC0001554,IND1901011219,phone_call,inbound,19/12/2020 08:02,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,True,failed_transaction
COMM-202012-000005,ACC0015585,IND1911022752,app_message,inbound,2020-12-29T19:42:53+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202012-000006,ACC0014399,IND1909000094,phone_call,inbound,31/12/2020 08:42,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,fraud_concern
COMM-202012-000007,ACC0017073,IND1911005237,phone_call,inbound,12/12/2020 12:37,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error
COMM-202012-000008,ACC0004283,IND1903005793,branch_visit,inbound,20/12/2020 13:50,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202012-000009,ACC0014006,IND1909006396,branch_visit,inbound,19/12/2020 08:30,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,neutral,False,
COMM-202012-000010,ACC0015472,IND1911019475,branch_visit,inbound,18/12/2020 14:05,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202012-000011,ACC0001554,IND1901011219,branch_visit,inbound,21/12/2020 13:05,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202012-000012, ACC0010261 ,IND1907005180,phone_call,inbound,25/12/2020 09:11,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202012-000013,ACC0009750,IND1906011527,phone_call,inbound,28/12/2020 12:35,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,positive,False,
COMM-202012-000014,ACC0011551,IND1908001572,phone_call,inbound,10/12/2020 14:46,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,False,
COMM-202012-000015,ACC0020489,IND2008000611,app_message,inbound,2020-12-20T13:34:32+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error
COMM-202012-000016,ACC0000166,IND1901004971,branch_visit,inbound,25/12/2020 11:20,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-202012-000017,ACC0005356,IND1903021669,branch_visit,inbound,14/12/2020 12:20,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,neutral,False,
COMM-202012-000018,ACC0013960,IND1909010654,phone_call,inbound,11/12/2020 13:02,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202012-000019,ACC0005603,IND1904011571,phone_call,inbound,13/12/2020 18:08,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute
COMM-202012-000020,ACC0001578,IND1901013200,phone_call,inbound,16/12/2020 17:43,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,fraud_concern
COMM-202012-000021,ACC0014900,IND1910006459,phone_call,inbound,28/12/2020 18:45,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,positive,False,
COMM-202012-000022,ACC0013835,IND1909014234,app_message,inbound,2020-12-06T18:12:07+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,False,
COMM-202012-000023,ACC0009906,IND1907002371,phone_call,inbound,05/12/2020 16:07,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,neutral,False,
COMM-202012-000024,ACC0015239,IND1910001304,app_message,outbound,2020-12-02T09:48:32+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202012-000025,ACC0020384,IND2008002103,phone_call,inbound,23/12/2020 15:20,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,positive,False,
COMM-202012-000026,ACC0008593,IND1906001836,app_message,inbound,2020-12-29T11:04:18+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202012-000027,ACC0006519,IND1904014312,branch_visit,inbound,26/12/2020 13:20,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,staff_behavior
COMM-202012-000028,ACC0017134,IND1911003394,branch_visit,inbound,31/12/2020 15:50,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,neutral,False,
