response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-201910-0000001,CAMP-2019-003,IND1910002608,ACC0015158,2019-10-04,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000002,CAMP-2019-003,IND1910005618,,2019-10-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000003,CAMP-2019-003,IND1910009225,,2019-10-09,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000004,CAMP-2019-003,IND1910005782,ACC0014552,2019-10-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000005,CAMP-2019-003,IND1910009089,ACC0014963,2019-10-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000006,CAMP-2019-003,IND1910002572,ACC0014642,2019-10-01,converted,3784.0,sms,Customer accepted offer for savings_account through sms.
RESP-201910-0000007,CAMP-2019-003,IND1910003683,ACC0015269,2019-10-09,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-201910-0000008,CAMP-2019-003,IND1910001615,ACC0014529,2019-10-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000009,CAMP-2019-003,IND1910009018,ACC0015364,2019-10-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000010,CAMP-2019-003,IND1910006370,ACC0015202,2019-10-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000011,CAMP-2019-003,IND1910010320,,2019-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000012,CAMP-2019-003,IND1910002911,ACC0015103,2019-10-01,opted_out,,sms,Customer opted out of marketing messages for this channel.
RESP-201910-0000013,CAMP-2019-003,IND1910002738,ACC0014835,2019-10-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000014,CAMP-2019-003,IND1910008164,ACC0014498,2019-10-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000015,CAMP-2019-003,IND1910009773,ACC0014847,2019-10-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000016,CAMP-2019-003,IND1910008316,ACC0014462,2019-10-05,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000017,CAMP-2019-003,IND1910012238,,2019-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000018,CAMP-2019-003,IND1910000861,ACC0014752,2019-10-01,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000019,CAMP-2019-003,IND1910011652,ACC0014568,2019-10-12,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000020,CAMP-2019-003,IND1910011059,ACC0014466,2019-10-01,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000021,CAMP-2019-003,IND1910002359,,2019-10-06,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000022,CAMP-2019-003,IND1910004941,,2019-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000023,CAMP-2019-003,IND1910012194,,2019-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000024,CAMP-2019-003,IND1910008314,ACC0014993,2019-10-07,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000025,CAMP-2019-003,IND1910007082,,2019-10-04,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000026,CAMP-2019-003,IND1910007773,,2019-10-01,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000027,CAMP-2019-003,IND1910003921,ACC0015178,2019-10-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000028,CAMP-2019-003,IND1910005265,,2019-10-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000029,CAMP-2019-003,IND1910010684,,2019-10-12,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000030,CAMP-2019-003,IND1910007377,ACC0015346,2019-10-02,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000031,CAMP-2019-003,IND1910001140,,2019-10-09,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000032,CAMP-2019-003,IND1910001811,ACC0015144,2019-10-10,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-201910-0000033,CAMP-2019-003,IND1910004148,ACC0015290,2019-10-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000034,CAMP-2019-003,IND1910003132,ACC0014506,2019-10-09,clicked,,sms,Customer clicked through to campaign landing page or product information.
RESP-201910-0000035,CAMP-2019-003,IND1910009901,ACC0015243,2019-10-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201910-0000036,CAMP-2019-003,IND1910008005,ACC0014867,2019-10-11,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000037,CAMP-2019-003,IND1910008444,ACC0014565,2019-10-06,opened,,sms,Customer opened or viewed the campaign message.
RESP-201910-0000038,CAMP-2019-003,IND1910004296,ACC0014675,2019-10-04,ignored,,sms,No direct action recorded after campaign exposure.
