response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202307-0000001,CAMP-2023-008,IND2307009578,ACC0070009,2023-07-31,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000002,CAMP-2023-008,IND2307004589,,2023-07-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000003,CAMP-2023-008,IND2307015321,ACC0070172,2023-07-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000004,CAMP-2023-008,IND2307011141,ACC0070241,2023-07-22,converted,5069.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202307-0000005,CAMP-2023-008,IND2307014895,ACC0069321,2023-07-17,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000006,CAMP-2023-008,IND2307006705,ACC0069378,2023-07-19,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000007,CAMP-2023-008,IND2307007757,ACC0070400,2023-07-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000008,CAMP-2023-008,IND2307008801,ACC0069752,2023-07-30,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000009,CAMP-2023-008,IND2307005195,ACC0069382,2023-07-17,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000010,CAMP-2023-008,IND2307006968,ACC0070742,2023-07-30,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000011,CAMP-2023-008,IND2307007424,ACC0069371,2023-07-26,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000012,CAMP-2023-008,IND2307000692,ACC0070080,2023-07-30,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000013,CAMP-2023-008,IND2307014580,ACC0070425,2023-07-18,opted_out,,app_push,Customer opted out of marketing messages for this channel.
RESP-202307-0000014,CAMP-2023-008,IND2307009126,,2023-07-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000015,CAMP-2023-008,IND2307002453,,2023-07-26,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000016,CAMP-2023-008,IND2307012335,ACC0070720,2023-07-23,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000017,CAMP-2023-008,IND2307007239,ACC0070721,2023-07-18,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000018,CAMP-2023-008,IND2307000456,ACC0069509,2023-07-23,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000019,CAMP-2023-008,IND2307007220,ACC0070081,2023-07-17,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000020,CAMP-2023-008,IND2307002681,ACC0070417,2023-07-17,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000021,CAMP-2023-008,IND2307013730,ACC0069452,2023-07-14,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000022,CAMP-2023-008,IND2307001458,ACC0070597,2023-07-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000023,CAMP-2023-008,IND2307003027,ACC0070150,2023-07-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000024,CAMP-2023-008,IND2307018123,ACC0070740,2023-07-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000025,CAMP-2023-008,IND2307013466,ACC0070825,2023-07-21,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000026,CAMP-2023-008,IND2307013746,ACC0070007,2023-07-18,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000027,CAMP-2023-008,IND2307017934,ACC0069614,2023-07-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000028,CAMP-2023-008,IND2307011236,ACC0069463,2023-07-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000029,CAMP-2023-008,IND2307011691,ACC0070365,2023-07-20,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000030,CAMP-2023-008,IND2307015946,ACC0070511,2023-07-17,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000031,CAMP-2023-008,IND2307015228,ACC0070097,2023-07-28,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202307-0000032,CAMP-2023-008,IND2307016774,ACC0070031,2023-07-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000033,CAMP-2023-008,COM2307000109,ACC0070850,2023-07-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000034,CAMP-2023-008,IND2307009681,ACC0069313,2023-07-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000035,CAMP-2023-008,IND2307013180,ACC0070432,2023-07-13,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202307-0000036,CAMP-2023-008,IND2307015606,ACC0069617,2023-07-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000037,CAMP-2023-008,IND2307008968,ACC0069457,2023-07-29,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000038,CAMP-2023-008,IND2307003409,ACC0069604,2023-07-25,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000039,CAMP-2023-008,IND2307011026,ACC0070812,2023-07-28,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202307-0000040,CAMP-2023-008,IND2307000709,ACC0069860,2023-07-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000041,CAMP-2023-008,IND2307016952,ACC0069637,2023-07-17,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202307-0000042,CAMP-2023-008,IND2307002693,ACC0070259,2023-07-29,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000043,CAMP-2023-008,IND2307006022,ACC0070454,2023-07-25,opted_out,,email,Customer opted out of marketing messages for this channel.
RESP-202307-0000044,CAMP-2023-008,IND2307005012,ACC0069744,2023-07-24,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000045,CAMP-2023-008,IND2307003420,ACC0069362,2023-07-27,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000046,CAMP-2023-008,IND2307005956,ACC0070434,2023-07-23,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000047,CAMP-2023-008,IND2307011516,ACC0069429,2023-07-19,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000048,CAMP-2023-008,IND2307002144,,2023-07-14,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000049,CAMP-2023-008,IND2307018001,ACC0070336,2023-07-26,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000050,CAMP-2023-008,IND2307015137,,2023-07-25,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000051,CAMP-2023-008,IND2307011085,,2023-07-31,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000052,CAMP-2023-008,IND2307015048,ACC0069574,2023-07-29,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000053,CAMP-2023-008,IND2307002274,ACC0069766,2023-07-23,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202307-0000054,CAMP-2023-008,COM2307000322,,2023-07-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000055,CAMP-2023-008,IND2307017730,ACC0069498,2023-07-24,opened,,email,Customer opened or viewed the campaign message.
RESP-202307-0000056,CAMP-2023-008,IND2307004863,ACC0069960,2023-07-18,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000057,CAMP-2023-008,IND2307001643,,2023-07-20,ignored,,email,No direct action recorded after campaign exposure.
RESP-202307-0000058,CAMP-2023-008,IND2307004564,ACC0070451,2023-07-20,ignored,,app_push,No direct action recorded after campaign exposure.
