response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202404-0000001,CAMP-2024-003,COM2404000032,ACC0086668,2024-04-13,clicked,,whatsapp,Customer clicked through to campaign landing page or product information.
RESP-202404-0000002,CAMP-2024-003,COM2404000243,,2024-04-25,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202404-0000003,CAMP-2024-003,COM2404000002,ACC0086664,2024-04-15,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202404-0000004,CAMP-2024-003,COM2404000010,ACC0086658,2024-04-07,clicked,,whatsapp,Customer clicked through to campaign landing page or product information.
RESP-202404-0000005,CAMP-2024-004,IND2404004964,ACC0085621,2024-04-08,opened,,email,Customer opened or viewed the campaign message.
RESP-202404-0000006,CAMP-2024-004,IND2404000215,ACC0085551,2024-04-26,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000007,CAMP-2024-004,IND2404001560,ACC0086080,2024-04-12,opened,,email,Customer opened or viewed the campaign message.
RESP-202404-0000008,CAMP-2024-004,COM2404000065,ACC0086672,2024-04-06,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202404-0000009,CAMP-2024-004,IND2404004289,ACC0086142,2024-04-19,opened,,email,Customer opened or viewed the campaign message.
RESP-202404-0000010,CAMP-2024-004,IND2404004178,ACC0086610,2024-04-11,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000011,CAMP-2024-004,IND2404009495,,2024-04-05,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000012,CAMP-2024-004,IND2404004924,ACC0086475,2024-04-09,converted,9483.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202404-0000013,CAMP-2024-004,IND2404005779,ACC0086046,2024-04-05,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202404-0000014,CAMP-2024-004,IND2404006642,ACC0086532,2024-04-26,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000015,CAMP-2024-004,IND2404003402,ACC0086219,2024-04-13,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000016,CAMP-2024-004,IND2404000194,ACC0085759,2024-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000017,CAMP-2024-004,IND2404011048,ACC0086277,2024-04-12,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000018,CAMP-2024-004,IND2404005093,ACC0086577,2024-04-11,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000019,CAMP-2024-004,IND2404003317,ACC0086617,2024-04-25,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000020,CAMP-2024-004,IND2404008377,ACC0086418,2024-04-08,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000021,CAMP-2024-004,IND2404002297,ACC0086066,2024-04-28,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000022,CAMP-2024-004,IND2404004403,ACC0086248,2024-04-14,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000023,CAMP-2024-004,IND2404012046,ACC0086495,2024-04-12,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000024,CAMP-2024-004,IND2404010731,ACC0086152,2024-04-25,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000025,CAMP-2024-004,IND2404005525,ACC0086144,2024-04-09,opened,,email,Customer opened or viewed the campaign message.
RESP-202404-0000026,CAMP-2024-004,IND2404002788,ACC0085569,2024-04-04,opened,,email,Customer opened or viewed the campaign message.
RESP-202404-0000027,CAMP-2024-004,IND2404007316,ACC0086198,2024-04-04,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000028,CAMP-2024-004,IND2404005980,ACC0086098,2024-04-22,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000029,CAMP-2024-004,IND2404006708,ACC0086123,2024-04-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000030,CAMP-2024-004,IND2404000535,ACC0086601,2024-04-22,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202404-0000031,CAMP-2024-004,IND2404002255,ACC0085961,2024-04-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000032,CAMP-2024-004,IND2404004115,ACC0086564,2024-04-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000033,CAMP-2024-004,IND2404003923,ACC0086147,2024-04-17,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202404-0000034,CAMP-2024-004,IND2404001734,ACC0086079,2024-04-10,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000035,CAMP-2024-004,IND2404010464,ACC0085844,2024-04-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000036,CAMP-2024-004,IND2404011710,ACC0085585,2024-04-21,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000037,CAMP-2024-004,IND2404006975,ACC0085706,2024-04-23,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000038,CAMP-2024-004,IND2404004850,ACC0086334,2024-04-06,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000039,CAMP-2024-004,IND2404007764,ACC0085568,2024-04-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000040,CAMP-2024-004,IND2404008236,ACC0086052,2024-04-24,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000041,CAMP-2024-004,IND2404010724,ACC0086234,2024-04-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000042,CAMP-2024-004,IND2404004265,ACC0085862,2024-04-07,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000043,CAMP-2024-004,IND2404002531,ACC0085709,2024-04-11,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000044,CAMP-2024-004,IND2404012174,ACC0085829,2024-04-17,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202404-0000045,CAMP-2024-004,IND2404007327,ACC0086087,2024-04-17,converted,12519.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202404-0000046,CAMP-2024-004,IND2404010658,,2024-04-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000047,CAMP-2024-004,IND2404004130,ACC0085613,2024-04-05,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000048,CAMP-2024-004,IND2404007353,,2024-04-25,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202404-0000049,CAMP-2024-004,IND2404003987,ACC0085869,2024-04-21,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000050,CAMP-2024-004,IND2404009417,ACC0085968,2024-04-22,complained,,app_push,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-202404-0000051,CAMP-2024-004,COM2404000036,ACC0086652,2024-04-18,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000052,CAMP-2024-004,IND2404000020,ACC0086314,2024-04-19,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000053,CAMP-2024-004,IND2404004928,ACC0086185,2024-04-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000054,CAMP-2024-004,IND2404006140,ACC0086515,2024-04-16,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000055,CAMP-2024-004,IND2404008044,,2024-04-25,ignored,,email,No direct action recorded after campaign exposure.
RESP-202404-0000056,CAMP-2024-004,IND2404004715,ACC0085701,2024-04-28,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000057,CAMP-2024-004,IND2404005610,,2024-04-15,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202404-0000058,CAMP-2024-004,IND2404007845,ACC0085749,2024-04-27,converted,8284.0,app_push,Customer accepted offer for home_loan through app_push.
