response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202410-0000001,CAMP-2024-013,COM24000215,ACC0097269,2024-10-14,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202410-0000002,CAMP-2024-013,IND24009737,ACC0096060,2024-10-10,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000003,CAMP-2024-013,IND24001988,,2024-10-29,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000004,CAMP-2024-013,COM24000479,ACC0097252,2024-10-31,opened,,whatsapp,Customer opened or viewed the campaign message.
RESP-202410-0000005,CAMP-2024-013,IND24009034,ACC0096932,2024-10-26,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000006,CAMP-2024-013,IND24004440,ACC0096484,2024-10-22,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202410-0000007,CAMP-2024-013,IND24012003,ACC0095857,2024-10-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202410-0000008,CAMP-2024-013,IND24003106,ACC0096999,2024-10-31,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000009,CAMP-2024-013,IND24004225,ACC0097068,2024-10-28,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000010,CAMP-2024-013,IND24001657,ACC0096908,2024-10-08,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000011,CAMP-2024-013,IND24004197,ACC0096186,2024-10-30,opened,,sms,Customer opened or viewed the campaign message.
RESP-202410-0000012,CAMP-2024-013,IND24006139,ACC0096348,2024-10-08,opened,,sms,Customer opened or viewed the campaign message.
RESP-202410-0000013,CAMP-2024-013,IND24003609,ACC0095930,2024-10-06,opened,,sms,Customer opened or viewed the campaign message.
RESP-202410-0000014,CAMP-2024-013,IND24009762,ACC0096171,2024-10-04,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202410-0000015,CAMP-2024-013,IND24002605,ACC0096646,2024-10-28,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000016,CAMP-2024-013,IND24015389,ACC0096885,2024-10-04,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202410-0000017,CAMP-2024-013,IND24002743,,2024-10-02,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202410-0000018,CAMP-2024-013,IND24013652,ACC0096188,2024-10-25,ignored,,whatsapp,No direct action recorded after campaign exposure.
RESP-202410-0000019,CAMP-2024-013,IND24001039,ACC0096311,2024-10-03,opened,,sms,Customer opened or viewed the campaign message.
