payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202410-00001,COLL-202410-00031,ACC0089016,IND2406001054,2024-10-20,1599.08,card,True,6063.34
REC-202410-00002,COLL-202410-00017,ACC0077927,IND2311013176,2024-10-23,585.41,cash_deposit,True,1312.24
REC-202410-00003,COLL-202410-00018,ACC0046372,IND2206004584,2024-10-10,158.5,debit_order,False,684.69
REC-202410-00004,COLL-202410-00034,ACC0069618,IND2307006458,2024-10-15,759.28,card,False,2323.6
REC-202410-00005,COLL-202410-00029,ACC0036792,IND2112006235,2024-10-14,2073.15,card,False,3419.85
REC-202410-00006,COLL-202410-00021,ACC0030090,IND2107009371,2024-10-28,801.56,eft,False,437.5
REC-202410-00007,COLL-202410-00005,ACC0025300,IND2104009969,2024-10-07,1878.66,card,False,1233.16
REC-202410-00008,COLL-202410-00024,ACC0094908,IND2409016891,2024-10-31,967.53,cash_deposit,False,1086.64
REC-202410-00009,COLL-202410-00026,ACC0067185,IND2306008337,2024-10-29,2528.66,eft,True,5490.49
REC-202410-00010,COLL-202410-00009,ACC0008274,IND1905006833,2024-11-06,2047.29,cash_deposit,True,3441.51
REC-202410-00011,COLL-202410-00019,ACC0023443,IND2102005424,2024-10-22,2233.48,cash_deposit,False,2203.33
REC-202410-00012,COLL-202410-00006,ACC0012351,IND1908019353,2024-11-22,347.29,cash_deposit,False,2364.63
REC-202410-00013,COLL-202410-00013,ACC0016083,IND1911015278,2024-10-01,1605.36,card,False,1088.55
REC-202410-00014,COLL-202410-00033,ACC0091461,COM2407000314,2024-10-08,304.42,card,False,2682.92
