case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202410-00001,ACC0024370,IND21008046,1267.39,74,late_collections,2024-10-17,phone_call,243.83,2024-10-29,,open,Johan Botha,Former churned customer returned; new arrears flagged after failed debit order. Settlement offer of R244 communicated; customer requested until month-end.
COLL-202410-00002,ACC0017331,IND19000388,2117.19,63,late_collections,2024-10-09,letter,,,,open,Ayanda Mthembu,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202410-00003,ACC0054720,IND22003156,4323.1,103,legal,2024-10-28,app_message,699.38,2024-10-26,,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required. Escalating to legal."
COLL-202410-00004,ACC0077234,IND23001248,3144.83,53,early_collections,2024-10-11,email,1230.70,2024-11-05,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202410-00005,ACC0025300,IND21009969,3111.82,49,early_collections,2024-10-06,email,,,extended_term,open,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end. Arrangement: extended term."
COLL-202410-00006,ACC0012351,IND19019353,2711.92,58,early_collections,2024-10-02,branch_visit,1367.22,2024-11-03,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202410-00007,ACC0045624,IND22004002,851.22,113,legal,2024-10-16,letter,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.
COLL-202410-00008,ACC0008274,IND19006833,2964.72,42,early_collections,2024-10-21,branch_visit,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202410-00009,ACC0008274,IND19006833,5488.8,7,pre_delinquent,2024-10-03,email,2061.83,2024-11-06,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202410-00010,ACC0046859,IND22001911,4881.62,98,legal,2024-10-22,branch_visit,,,,closed,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 1 January. Escalating to legal.
COLL-202410-00011,ACC0033276,IND21009322,2283.53,51,early_collections,2024-10-13,email,514.93,2024-10-31,extended_term,closed,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R515 cash. Account now current. Arrangement: extended term."
COLL-202410-00012,ACC0049701,IND22015663,1460.11,15,pre_delinquent,2024-10-01,branch_visit,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202410-00013,ACC0016083,IND19015278,2693.91,20,pre_delinquent,2024-10-22,sms,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202410-00014,ACC0001486,IND19010904,1655.95,72,late_collections,2024-10-06,letter,721.53,2024-11-06,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R722 by month-end."
COLL-202410-00015,ACC0034542,IND21008821,4212.78,104,legal,2024-10-02,phone_call,,,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required. Escalating to legal."
COLL-202410-00016,ACC0085077,IND24007640,310.78,102,legal,2024-10-07,letter,,,,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R750 by month-end. Escalating to legal."
COLL-202410-00017,ACC0077927,IND23013176,1897.65,108,legal,2024-10-01,letter,603.01,2024-10-23,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.
COLL-202410-00018,ACC0046372,IND22004584,843.19,3,pre_delinquent,2024-10-25,email,,,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current."
COLL-202410-00019,ACC0023443,IND21005424,4436.81,55,early_collections,2024-10-22,letter,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202410-00020,ACC0084475,IND24017641,2727.54,120,legal,2024-10-06,sms,1256.56,2024-10-13,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
