case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202201-00001,ACC0006338,IND19003909,1760.12,22,pre_delinquent,2022-01-03,app_message,,,,open,Johan Botha,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Settlement offer of R350 communicated; customer requested until month-end."
COLL-202201-00002,ACC0027333,IND21014807,1472.62,30,pre_delinquent,2022-01-23,branch_visit,312.29,2022-01-23,,open,Sipho Naidoo,"Former churned customer returned; new arrears flagged after failed debit order. Customer called, says employer missed payroll. Promised R312 by month-end."
COLL-202201-00003,ACC0011442,IND19004907,18686.88,79,late_collections,2022-01-05,email,,,,open,Nomsa Dlamini,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Churned customer — no active transactional account; pursuing outstanding loan balance."
COLL-202201-00004,ACC0028291,IND21007163,2517.52,21,pre_delinquent,2022-01-12,sms,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00005,ACC0006453,IND19003544,788.29,22,pre_delinquent,2022-01-13,app_message,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202201-00006,ACC0009909,IND19012150,882.67,8,pre_delinquent,2022-01-11,email,213.75,2022-01-31,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202201-00007,ACC0002946,IND19016946,643.05,100,legal,2022-01-30,branch_visit,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202201-00008,ACC0005494,COM19000146,3688.26,9,pre_delinquent,2022-01-21,email,,,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 200 by month-end."
COLL-202201-00009,ACC0026998,IND21015017,293.55,158,write_off,2022-01-07,letter,,,,closed,Johan Botha,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202201-00010,ACC0018191,IND19007418,1149.36,216,write_off,2022-01-23,letter,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202201-00011,ACC0003695,IND19003687,2529.94,79,late_collections,2022-01-20,email,420.35,2022-01-13,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202201-00012,ACC0016554,IND19000992,642.82,41,early_collections,2022-01-15,letter,101.80,2022-01-13,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202201-00013,ACC0028234,IND21010490,1648.42,105,legal,2022-01-13,phone_call,336.61,2022-02-02,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.
COLL-202201-00014,ACC0033135,IND21009872,678.8,37,early_collections,2022-01-04,letter,116.07,2022-01-22,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202201-00015,ACC0016425,IND19020432,2750.44,41,early_collections,2022-01-28,branch_visit,530.97,2022-01-22,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202201-00016,ACC0028682,IND21003131,2844.63,19,pre_delinquent,2022-01-04,app_message,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 7 February.
COLL-202201-00017,ACC0015233,IND19003932,1382.9,106,legal,2022-01-06,email,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.
COLL-202201-00018,ACC0017668,IND19006436,4506.82,27,pre_delinquent,2022-01-08,phone_call,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required."
COLL-202201-00019,ACC0032234,IND21008479,649.48,45,early_collections,2022-01-29,letter,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00020,ACC0000268,IND19014141,1663.57,55,early_collections,2022-01-24,letter,,,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end.
COLL-202201-00021,ACC0011913,IND19006977,2764.85,43,early_collections,2022-01-17,phone_call,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202201-00022,ACC0006270,IND19004036,734.7,64,late_collections,2022-01-08,branch_visit,253.23,2022-01-17,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R253 by month-end."
COLL-202201-00023,ACC0022383,IND21004926,2544.69,40,early_collections,2022-01-29,sms,,,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00024,ACC0007199,IND19008957,936.04,256,write_off,2022-01-02,app_message,,,,closed,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R2 500 by month-end."
COLL-202201-00025,ACC0029955,IND21014342,241.49,24,pre_delinquent,2022-01-26,branch_visit,55.08,2022-01-06,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Western Cape, low income band — hardship assessment required."
COLL-202201-00026,ACC0034935,IND21013992,1026.37,113,legal,2022-01-24,letter,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202201-00027,ACC0006338,IND19003909,2272.06,32,early_collections,2022-01-16,email,,,,closed,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202201-00028,ACC0006334,IND19003989,2170.99,14,pre_delinquent,2022-01-22,letter,634.58,2022-02-01,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R635/month for 6 months starting 28 April.
COLL-202201-00029,ACC0008936,IND19008259,8082.87,143,write_off,2022-01-19,sms,,,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required."
COLL-202201-00030,ACC0025287,IND21016426,2089.19,2,pre_delinquent,2022-01-27,app_message,,,,resolved,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202201-00031,ACC0029419,IND21004589,1430.25,99,legal,2022-01-05,email,,,,resolved,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.
COLL-202201-00032,ACC0013538,IND19005305,1804.33,106,legal,2022-01-01,phone_call,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Escalating to legal.
COLL-202201-00033,ACC0016740,IND19005768,7849.33,52,early_collections,2022-01-18,sms,3848.70,2022-01-16,payment_holiday,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required. Arrangement: payment holiday."
COLL-202201-00034,ACC0005067,IND19002630,977.93,23,pre_delinquent,2022-01-30,sms,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202201-00035,ACC0005763,IND19002384,1293.93,101,legal,2022-01-07,app_message,632.26,2022-02-04,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Escalating to legal.
COLL-202201-00036,ACC0029250,IND21014420,1214.64,47,early_collections,2022-01-17,email,,,,resolved,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00037,ACC0028502,IND21007887,1075.32,15,pre_delinquent,2022-01-13,phone_call,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202201-00038,ACC0027644,IND21015813,2992.08,13,pre_delinquent,2022-01-24,email,,,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R350/month for 6 months starting 6 March.
COLL-202201-00039,ACC0013821,IND19000439,1248.76,19,pre_delinquent,2022-01-16,app_message,,,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202201-00040,ACC0006334,IND19003989,3076.93,50,early_collections,2022-01-08,sms,,,restructured,closed,Nomsa Dlamini,"Phone disconnected. Sent SMS, no response. Escalating to legal. Arrangement: restructured."
COLL-202201-00041,ACC0034635,IND21010200,983.44,98,legal,2022-01-13,sms,385.23,2022-02-10,,resolved,Thabo Mokoena,Arrangement agreed: R385/month for 6 months starting 19 March. Escalating to legal.
COLL-202201-00042,ACC0031730,IND21005137,4134.63,4,pre_delinquent,2022-01-16,email,,,,resolved,Johan Botha,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00043,ACC0027644,IND21015813,2203.96,80,late_collections,2022-01-07,sms,934.05,2022-01-26,,open,Zanele Ndlovu,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202201-00044,ACC0006056,IND19007403,1160.3,56,early_collections,2022-01-31,branch_visit,540.40,2022-01-08,,open,Nomsa Dlamini,Arrangement agreed: R540/month for 6 months starting 5 September.
COLL-202201-00045,ACC0000428,IND19005094,1514.61,54,early_collections,2022-01-30,email,,,settlement_offer,open,Thabo Mokoena,Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: settlement offer.
COLL-202201-00046,ACC0003985,IND19007238,1936.42,44,early_collections,2022-01-22,letter,,,,open,Lerato Khumalo,Settlement offer of R350 communicated; customer requested until month-end.
COLL-202201-00047,ACC0031505,IND21000441,3443.43,10,pre_delinquent,2022-01-13,email,1864.36,2022-01-21,,resolved,Nomsa Dlamini,Legal letter sent via registered post. Awaiting response before summons.
COLL-202201-00048,ACC0008755,IND19006330,1009.52,111,legal,2022-01-26,phone_call,,,,open,Sipho Naidoo,"Customer in Western Cape, low income band — hardship assessment required. Escalating to legal."
