case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202310-00001,ACC0006066,IND1904000926,6261.61,64,late_collections,2023-10-24,email,,,,open,Lerato Khumalo,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Customer called, says employer missed payroll. Promised R750 by month-end."
COLL-202310-00002,ACC0004888,IND1903001264,1538.42,76,late_collections,2023-10-20,letter,,,settlement_offer,open,Sipho Naidoo,"Former churned customer returned; new arrears flagged after failed debit order. Phone disconnected. Sent SMS, no response. Escalating to legal. Arrangement: settlement offer."
COLL-202310-00003,ACC0030045,COM2106000362,6542.03,5,pre_delinquent,2023-10-12,phone_call,,,,closed,Thabo Mokoena,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Arrangement agreed: R350/month for 6 months starting 5 February."
COLL-202310-00004,ACC0016539,IND1911002916,348.99,118,legal,2023-10-17,letter,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 13 March. Escalating to legal.
COLL-202310-00005,ACC0035132,IND2111013775,3238.87,85,late_collections,2023-10-31,email,1378.26,2023-10-10,extended_term,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 378 cash. Account now current. Arrangement: extended term."
COLL-202310-00006,ACC0072197,IND2308002319,7493.52,28,pre_delinquent,2023-10-17,sms,2022.35,2023-10-29,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00007,ACC0025694,IND2104002162,1076.75,9,pre_delinquent,2023-10-15,app_message,575.64,2023-11-01,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Settlement offer of R576 communicated; customer requested until month-end.
COLL-202310-00008,ACC0055397,IND2211006741,1939.68,234,write_off,2023-10-22,app_message,,,,closed,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-202310-00009,ACC0039532,IND2202002342,561.36,15,pre_delinquent,2023-10-18,email,249.59,2023-10-28,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Settlement offer of R250 communicated; customer requested until month-end.
COLL-202310-00010,ACC0000600,IND1901006065,1010.56,98,legal,2023-10-13,branch_visit,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 18 June. Escalating to legal.
COLL-202310-00011,ACC0022583,IND2102010169,3232.78,41,early_collections,2023-10-31,email,,,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current."
COLL-202310-00012,ACC0039660,IND2202017203,895.47,67,late_collections,2023-10-23,app_message,,,payment_holiday,closed,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Arrangement: payment holiday.
COLL-202310-00013,ACC0034044,IND2110005918,5210.66,77,late_collections,2023-10-02,phone_call,1616.23,2023-10-27,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202310-00014,ACC0016443,IND1911011227,4183.49,57,early_collections,2023-10-03,sms,,,payment_holiday,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 20 July. Arrangement: payment holiday.
COLL-202310-00015,ACC0067553,IND2306009983,1019.2,34,early_collections,2023-10-14,email,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 500/month for 6 months starting 19 October.
COLL-202310-00016,ACC0058280,IND2301008800,1975.07,35,early_collections,2023-10-23,sms,,,,open,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.
COLL-202310-00017,ACC0041693,IND2203013855,1828.61,47,early_collections,2023-10-03,email,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202310-00018,ACC0035132,IND2111013775,2944.01,77,late_collections,2023-10-21,letter,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00019,ACC0003512,IND1903003923,3186.8,42,early_collections,2023-10-18,email,,,,closed,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end.
COLL-202310-00020,ACC0025329,IND2104006301,2171.57,54,early_collections,2023-10-14,email,1186.29,2023-11-03,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00022,ACC0029494,IND2106009030,935.9,3,pre_delinquent,2023-10-24,phone_call,143.79,2023-10-19,,resolved,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer in Gauteng, low income band — hardship assessment required."
COLL-202310-00023,ACC0023349,IND2102011242,1584.43,11,pre_delinquent,2023-10-17,email,691.44,2023-10-27,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202310-00024,ACC0041563,IND2203013077,1782.51,9,pre_delinquent,2023-10-12,letter,,,,closed,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202310-00025,ACC0031623,IND2108004052,7764.52,115,legal,2023-10-22,branch_visit,,,,open,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end. Escalating to legal."
COLL-202310-00026,ACC0021692,IND2101008194,1652.3,45,early_collections,2023-10-10,branch_visit,,,,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00027,ACC0032250,IND2109010998,410.56,89,late_collections,2023-10-03,letter,,,,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R2 500 cash. Account now current."
COLL-202310-00028,ACC0026232,IND2104004573,3147.7,70,late_collections,2023-10-24,phone_call,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00029,ACC0070370,IND2307015616,442.78,55,early_collections,2023-10-09,branch_visit,232.09,2023-10-27,restructured,resolved,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R232 cash. Account now current. Arrangement: restructured."
COLL-202310-00030,ACC0039660,IND2202017203,899.93,116,legal,2023-10-26,app_message,157.32,2023-10-27,,closed,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R157 by month-end. Escalating to legal."
COLL-202310-00031,ACC0059937,IND2302004731,2099.78,6,pre_delinquent,2023-10-17,email,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R500 cash. Account now current."
COLL-202310-00032,ACC0069231,IND2306021860,1157.44,51,early_collections,2023-10-13,branch_visit,548.04,2023-10-31,,resolved,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R548/month for 6 months starting 2 April.
COLL-202310-00034,ACC0064912,IND2305014787,3854.47,73,late_collections,2023-10-06,email,,,restructured,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: restructured.
COLL-202310-00035,ACC0056706,IND2212013891,1902.69,48,early_collections,2023-10-05,letter,402.08,2023-10-23,,closed,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R402/month for 6 months starting 17 August.
COLL-202310-00036,ACC0049923,IND2208004912,2666.11,16,pre_delinquent,2023-10-12,sms,,,,open,Johan Botha,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-202310-00037,ACC0041637,IND2203009737,200.0,93,legal,2023-10-23,letter,107.9,2023-11-01,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R108 by month-end. Escalating to legal."
COLL-202310-00038,ACC0016613,IND1911002306,878.03,16,pre_delinquent,2023-10-02,letter,,,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end.
COLL-202310-00039,ACC0021692,IND2101008194,1284.5,60,early_collections,2023-10-16,app_message,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-202310-00040,ACC0041569,IND2203015281,4173.25,91,legal,2023-10-19,email,,,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 500 by month-end. Escalating to legal."
COLL-202310-00041,ACC0011939,IND1908005788,1093.76,19,pre_delinquent,2023-10-25,phone_call,,,,closed,Lerato Khumalo,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 200 cash. Account now current."
COLL-202310-00042,ACC0044511,IND2205018982,1674.08,63,late_collections,2023-10-04,app_message,714.92,2023-10-14,,resolved,David Govender,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202310-00043,ACC0055370,IND2211023988,2158.27,66,late_collections,2023-10-20,letter,,,,resolved,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00044,ACC0048425,IND2207003689,976.25,15,pre_delinquent,2023-10-25,app_message,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202310-00045,ACC0059745,IND2302015888,1118.75,54,early_collections,2023-10-28,sms,,,payment_holiday,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance. Arrangement: payment holiday.
COLL-202310-00046,ACC0068632,IND2306013531,1948.99,14,pre_delinquent,2023-10-19,email,1061.42,2023-10-14,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202310-00048,ACC0005399,IND1903012294,2906.83,34,early_collections,2023-10-29,phone_call,,,,resolved,Thabo Mokoena,Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00049,ACC0037452,IND2201003430,2766.94,282,write_off,2023-10-19,branch_visit,,,,closed,Lerato Khumalo,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00050,ACC0031096,IND2107011564,17714.22,110,legal,2023-10-16,app_message,,,,open,Johan Botha,"Customer called, says employer missed payroll. Promised R2 500 by month-end. Escalating to legal."
COLL-202310-00051,ACC0068912,IND2306002694,2244.0,95,legal,2023-10-05,email,,,,open,Ayanda Mthembu,"Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202310-00052,ACC0053888,IND2210015551,589.3,75,late_collections,2023-10-12,branch_visit,,,,open,David Govender,"Customer visited branch, paid R500 cash. Account now current."
COLL-202310-00053,ACC0051720,IND2209021536,1399.03,5,pre_delinquent,2023-10-20,email,,,,open,Nomsa Dlamini,"Customer called, says employer missed payroll. Promised R1 500 by month-end."
COLL-202310-00054,ACC0046026,IND2206002426,596.92,101,legal,2023-10-28,app_message,,,,resolved,Fatima Patel,"Customer called, says employer missed payroll. Promised R1 500 by month-end. Escalating to legal."
COLL-202310-00056,ACC0056233,IND2211016663,573.66,17,pre_delinquent,2023-10-15,branch_visit,282.72,2023-10-20,,resolved,Johan Botha,Arrangement agreed: R283/month for 6 months starting 10 February.
COLL-202310-00057,ACC0034457,IND2111018530,2020.67,66,late_collections,2023-10-24,phone_call,,,,closed,Sipho Naidoo,Settlement offer of R350 communicated; customer requested until month-end.
COLL-202310-00058,ACC0060886,IND2302011733,1631.65,20,pre_delinquent,2023-10-25,branch_visit,,,,open,Nomsa Dlamini,Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202310-00059,ACC0052295,IND2209008081,359.29,59,early_collections,2023-10-02,app_message,97.16,2023-10-25,,resolved,Fatima Patel,Debit order returned NSF for third time. Recommend restructuring.
COLL-202310-00060,ACC0055370,IND2211023988,2000.63,28,pre_delinquent,2023-10-27,letter,592.8,2023-10-19,,open,Thabo Mokoena,"Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202310-00061,ACC0006498,IND1904011306,1803.79,38,early_collections,2023-10-13,app_message,412.53,2023-10-31,,open,Nomsa Dlamini,Former churned customer returned; new arrears flagged after failed debit order.
COLL-202310-00062,ACC0002938,IND1902013981,2183.38,71,late_collections,2023-10-26,branch_visit,,,,open,Thabo Mokoena,"Customer visited branch, paid R2 500 cash. Account now current."
COLL-202310-00063,ACC0063880,IND2304024343,368.36,72,late_collections,2023-10-16,phone_call,,,,open,Lerato Khumalo,"Customer in Eastern Cape, low income band — hardship assessment required."
COLL-202310-00064,ACC0026885,IND2104014982,3223.75,24,pre_delinquent,2023-10-29,letter,,,,open,Ayanda Mthembu,"Customer in Western Cape, low income band — hardship assessment required."
COLL-202310-00065,ACC0048541,IND2207019643,1193.25,28,pre_delinquent,2023-10-24,sms,222.59,2023-10-20,,open,Pieter van der Merwe,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00066,ACC0016089,IND1911011202,810.44,64,late_collections,2023-10-26,email,278.08,2023-10-25,,open,Thabo Mokoena,Legal letter sent via registered post. Awaiting response before summons.
COLL-202310-00067,ACC0007566,IND1905012877,815.49,105,legal,2023-10-07,letter,259.07,2023-11-07,,resolved,Pieter van der Merwe,Settlement offer of R259 communicated; customer requested until month-end. Escalating to legal.
COLL-202310-00068,ACC0006759,IND1904013371,1833.82,86,late_collections,2023-10-30,branch_visit,916.77,2023-11-08,,resolved,Zanele Ndlovu,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00069,ACC0023545,IND2102012470,590.83,55,early_collections,2023-10-28,email,193.38,2023-10-28,,resolved,Lerato Khumalo,Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202310-00070,ACC0041693,IND2203013855,3874.62,21,pre_delinquent,2023-10-23,app_message,,,,open,Ayanda Mthembu,Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202310-00071,ACC0022583,IND2102010169,2158.31,105,legal,2023-10-01,phone_call,,,,closed,Lerato Khumalo,"Customer called, says employer missed payroll. Promised R350 by month-end. Escalating to legal."
COLL-202310-00072,ACC0007566,IND1905012877,741.21,91,legal,2023-10-03,app_message,,,,resolved,Pieter van der Merwe,Legal letter sent via registered post. Awaiting response before summons.
COLL-202310-00073,ACC0027861,IND2105013133,3330.57,7,pre_delinquent,2023-10-08,letter,,,,open,Zanele Ndlovu,"Customer in Western Cape, low income band — hardship assessment required."
