case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202304-00001,ACC0015874,IND19014142,2326.32,19,pre_delinquent,2023-04-24,phone_call,782.09,2023-05-01,,resolved,Fatima Patel,"Former churned customer returned; new arrears flagged after failed debit order. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202304-00002,ACC0015874,IND19014142,2319.19,65,late_collections,2023-04-29,letter,,,,open,David Govender,Former churned customer returned; new arrears flagged after failed debit order. Legal letter sent via registered post. Awaiting response before summons.
COLL-202304-00003,ACC0000166,IND19004971,2556.42,64,late_collections,2023-04-26,phone_call,540.23,2023-05-06,,resolved,Johan Botha,"Former churned customer returned; new arrears flagged after failed debit order. Customer called, says employer missed payroll. Promised R540 by month-end."
COLL-202304-00004,ACC0005792,IND19002285,860.17,93,legal,2023-04-09,branch_visit,334.65,2023-04-27,,resolved,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R335 cash. Account now current. Escalating to legal."
COLL-202304-00005,ACC0045015,IND22003614,206.45,34,early_collections,2023-04-17,phone_call,85.84,2023-04-15,extended_term,resolved,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R86 by month-end. Arrangement: extended term."
COLL-202304-00006,ACC0023160,IND21002513,3528.62,55,early_collections,2023-04-30,sms,,,,open,David Govender,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202304-00007,ACC0050295,IND22003102,4583.84,89,late_collections,2023-04-24,email,1527.87,2023-04-16,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R1 528 cash. Account now current."
COLL-202304-00008,ACC0009040,IND19009244,1633.95,109,legal,2023-04-24,letter,,,,closed,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202304-00009,ACC0043539,IND22004403,1892.72,3,pre_delinquent,2023-04-13,branch_visit,,,,open,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required."
COLL-202304-00010,ACC0033695,IND21007247,5553.04,30,pre_delinquent,2023-04-14,email,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202304-00011,ACC0053928,IND22011859,2215.16,16,pre_delinquent,2023-04-06,app_message,772.98,2023-04-12,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202304-00012,ACC0049906,IND22011815,557.0,87,late_collections,2023-04-01,letter,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202304-00013,ACC0057520,IND23007028,3310.97,105,legal,2023-04-29,letter,,,,closed,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R2 500/month for 6 months starting 18 April. Escalating to legal.
COLL-202304-00014,ACC0034893,IND21017168,824.82,119,legal,2023-04-05,phone_call,160.60,2023-05-09,,resolved,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Customer in KwaZulu-Natal, low income band — hardship assessment required. Escalating to legal."
COLL-202304-00015,ACC0005190,IND19012666,1258.08,19,pre_delinquent,2023-04-12,phone_call,,,,resolved,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R750 cash. Account now current."
COLL-202304-00016,ACC0053018,IND22010246,535.01,28,pre_delinquent,2023-04-19,branch_visit,150.61,2023-04-24,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202304-00017,ACC0045996,IND22006419,461.56,12,pre_delinquent,2023-04-25,phone_call,,,,closed,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202304-00018,ACC0009063,IND19004975,1472.63,76,late_collections,2023-04-25,letter,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202304-00019,ACC0038353,IND22008470,1195.08,107,legal,2023-04-10,sms,571.06,2023-04-29,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled. Escalating to legal.
COLL-202304-00020,ACC0054410,IND22011241,4253.4,25,pre_delinquent,2023-04-26,branch_visit,,,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202304-00021,ACC0023490,IND21009393,1687.9,25,pre_delinquent,2023-04-16,letter,633.61,2023-04-14,,resolved,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202304-00022,ACC0055948,IND22020940,2320.31,77,late_collections,2023-04-05,email,,,,resolved,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202304-00023,ACC0050372,IND22006110,6176.86,29,pre_delinquent,2023-04-07,sms,,,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Former churned customer returned; new arrears flagged after failed debit order.
COLL-202304-00024,ACC0008375,IND19003179,1690.61,18,pre_delinquent,2023-04-27,sms,578.58,2023-04-16,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202304-00025,ACC0045170,IND22011979,1258.37,96,legal,2023-04-30,sms,,,,closed,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R750/month for 6 months starting 22 July. Escalating to legal.
COLL-202304-00026,ACC0014948,IND19008617,1087.46,10,pre_delinquent,2023-04-13,branch_visit,379.81,2023-04-25,,resolved,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R380 communicated; customer requested until month-end.
