case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202403-00001,ACC0007250,IND19001815,4575.72,110,legal,2024-03-23,branch_visit,,,,open,Thabo Mokoena,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal."
COLL-202403-00002,ACC0023941,IND21005006,2705.28,58,early_collections,2024-03-21,email,,,,closed,Lerato Khumalo,Former churned customer returned; new arrears flagged after failed debit order. Debit order returned NSF for third time. Recommend restructuring.
COLL-202403-00003,ACC0009512,IND19008009,805.87,348,write_off,2024-03-31,branch_visit,,,,resolved,Sipho Naidoo,"Former churned customer returned; new arrears flagged after failed debit order. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202403-00004,ACC0016498,IND19019567,1511.5,20,pre_delinquent,2024-03-16,phone_call,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R750 communicated; customer requested until month-end.
COLL-202403-00005,ACC0066957,IND23011077,2237.9,16,pre_delinquent,2024-03-07,sms,1083.92,2024-04-04,,open,Lerato Khumalo,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202403-00006,ACC0028074,IND21005610,400.6,41,early_collections,2024-03-01,app_message,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202403-00007,ACC0052815,IND22013563,465.77,114,legal,2024-03-09,branch_visit,254.63,2024-03-29,,closed,Ayanda Mthembu,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R255 by month-end. Escalating to legal."
COLL-202403-00008,ACC0034958,IND21015327,420.06,97,legal,2024-03-22,phone_call,119.18,2024-04-02,,open,Nomsa Dlamini,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202403-00009,ACC0031714,IND21008536,1443.82,27,pre_delinquent,2024-03-19,app_message,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R500 communicated; customer requested until month-end.
COLL-202403-00010,ACC0006135,IND19014975,1284.04,13,pre_delinquent,2024-03-16,sms,,,,closed,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer visited branch, paid R350 cash. Account now current."
COLL-202403-00011,ACC0062802,IND23016095,3289.0,56,early_collections,2024-03-11,phone_call,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202403-00012,ACC0065806,IND23017986,857.71,1,pre_delinquent,2024-03-05,app_message,,,,resolved,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202403-00013,ACC0027843,IND21004054,2233.46,81,late_collections,2024-03-20,sms,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202403-00014,ACC0061945,IND23005864,2236.6,79,late_collections,2024-03-30,branch_visit,502.76,2024-03-23,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
