case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202404-00001,ACC0018052,IND19011725,2210.62,47,early_collections,2024-04-10,phone_call,,,,resolved,Sipho Naidoo,"Former churned customer returned; new arrears flagged after failed debit order. Customer visited branch, paid R1 200 cash. Account now current."
COLL-202404-00002,ACC0005322,IND1903021056,517.28,79,late_collections,2024-04-14,email,,,restructured,closed,Ayanda Mthembu,Former churned customer returned; new arrears flagged after failed debit order. Settlement offer of R500 communicated; customer requested until month-end. Arrangement: restructured.
COLL-202404-00003,ACC0013538,IND1909005305,4396.04,73,late_collections,2024-04-05,sms,876.07,2024-04-14,payment_holiday,open,Fatima Patel,Former churned customer returned; new arrears flagged after failed debit order. Former churned customer returned; new arrears flagged after failed debit order. Arrangement: payment holiday.
COLL-202404-00004,ACC0073024,IND2309017472,14918.78,13,pre_delinquent,2024-04-30,letter,4179.75,2024-04-14,,resolved,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202404-00005,ACC0017571,IND19014161,6717.19,82,late_collections,2024-04-12,sms,1069.11,2024-04-14,,resolved,Johan Botha,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202404-00006,ACC0047491,IND2207000116,395.05,2,pre_delinquent,2024-04-02,letter,,,,open,Pieter van der Merwe,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202404-00007,ACC0005322,IND1903021056,518.78,10,pre_delinquent,2024-04-15,sms,,,,resolved,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202404-00008,ACC0024653,IND2103004536,3453.43,12,pre_delinquent,2024-04-17,letter,,,,open,Thabo Mokoena,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 20 October.
COLL-202404-00009,ACC0012385,IND1908001495,470.72,103,legal,2024-04-11,phone_call,148.49,2024-04-30,,resolved,Sipho Naidoo,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R148 by month-end. Escalating to legal."
COLL-202404-00010,ACC0056058,IND2211017905,2433.17,112,legal,2024-04-30,app_message,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Settlement offer of R350 communicated; customer requested until month-end. Escalating to legal.
COLL-202404-00011,ACC0052446,IND2209022009,1446.34,59,early_collections,2024-04-04,email,,,,resolved,Zanele Ndlovu,New case opened from failed loan repayment and churned relationship status. Settlement offer of R1 200 communicated; customer requested until month-end.
COLL-202404-00012,ACC0078578,IND2312007860,4174.06,39,early_collections,2024-04-03,letter,1505.04,2024-04-28,,open,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Customer called, says employer missed payroll. Promised R1 505 by month-end."
COLL-202404-00013,ACC0005790,IND1904005335,4001.25,10,pre_delinquent,2024-04-14,letter,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring.
COLL-202404-00014,ACC0048847,IND2207001791,1633.07,26,pre_delinquent,2024-04-13,branch_visit,,,,closed,Johan Botha,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202404-00015,ACC0064169,IND2304025011,12604.63,113,legal,2024-04-05,letter,,,,closed,Pieter van der Merwe,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202404-00016,ACC0077988,IND2311002197,339.94,108,legal,2024-04-15,letter,160.5,2024-04-27,,resolved,David Govender,"New case opened from failed loan repayment and churned relationship status. Customer in Eastern Cape, low income band — hardship assessment required. Escalating to legal."
COLL-202404-00017,ACC0062654,IND2304002950,7640.35,54,early_collections,2024-04-27,email,,,,closed,Thabo Mokoena,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202404-00018,ACC0061794,IND2303007964,391.89,54,early_collections,2024-04-11,branch_visit,,,,open,Ayanda Mthembu,New case opened from failed loan repayment and churned relationship status. Churned customer — no active transactional account; pursuing outstanding loan balance.
COLL-202404-00019,ACC0011990,IND1908001331,1688.89,7,pre_delinquent,2024-04-22,branch_visit,,,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Legal letter sent via registered post. Awaiting response before summons.
COLL-202404-00020,ACC0017898,IND1912003539,3986.49,40,early_collections,2024-04-11,app_message,,,,open,Nomsa Dlamini,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R500/month for 6 months starting 18 August.
