response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-201907-0000001,CAMP-2019-002,IND1907009538,ACC0010636,2019-07-12,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201907-0000002,CAMP-2019-002,IND1907006539,ACC0010736,2019-07-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201907-0000003,CAMP-2019-002,IND1907007125,ACC0009981,2019-07-22,opened,,sms,Customer opened or viewed the campaign message.
RESP-201907-0000004,CAMP-2019-002,IND1907010591,ACC0010938,2019-07-17,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201907-0000005,CAMP-2019-002,IND1907008609,ACC0010404,2019-07-08,opened,,sms,Customer opened or viewed the campaign message.
RESP-201907-0000006,CAMP-2019-002,IND1907005392,ACC0010623,2019-07-04,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201907-0000007,CAMP-2019-002,IND1907015899,ACC0010217,2019-07-19,opened,,sms,Customer opened or viewed the campaign message.
RESP-201907-0000008,CAMP-2019-002,IND1907011873,ACC0010184,2019-07-22,opened,,sms,Customer opened or viewed the campaign message.
RESP-201907-0000009,CAMP-2019-002,IND1907014929,ACC0010651,2019-07-09,complained,,sms,"Customer complained about frequency, relevance or timing of marketing contact."
RESP-201907-0000010,CAMP-2019-002,IND1907009155,,2019-07-04,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201907-0000011,CAMP-2019-002,IND1907002981,ACC0010955,2019-07-06,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201907-0000012,CAMP-2019-002,IND1907000754,,2019-07-12,opened,,sms,Customer opened or viewed the campaign message.
