comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202509-000004,ACC0016547,IND1911008923,app_message,inbound,2025-09-22T17:51:53+02:00,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202509-000007,ACC0109443,IND2506014961,app_message,inbound,2025-09-01T15:33:17+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202509-000015,ACC0004410,IND1903002499,email,inbound,2025-09-20 14:12:28,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,staff_behavior,escalted,Branch manager to contact customer and review service notes.
COMM-202509-000025,ACC0085785,IND2404005234,email,inbound,2025-09-14 10:58:59,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,incorrect_charge,open,Charge sent to finance controls for validation against tariff table.
COMM-202509-000026,ACC0081206,IND2401007262,branch_visit,inbound,02/09/2025 11:45,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,fee_dispute,escalted,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202509-000033,ACC0048418,IND2207003138,branch_visit,inbound,11/09/2025 12:50,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202509-000034,ACC0062951,IND2304023418,branch_visit,inbound,23/09/2025 10:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202509-000036,ACC0075243,IND2310020151,branch_visit,inbound,25/09/2025 10:00,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,fraud_concern,escalted,Card monitoring case opened and customer advised on dispute documents.
COMM-202509-000037,ACC0058462,IND2301019330,social_media,inbound,2025/09/28 14:35:51,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202509-000038,ACC0111529,IND2507013266,phone_call,inbound,20/09/2025 15:40,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,incorrect_charge,open,Charge sent to finance controls for validation against tariff table.
