payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202412-00001,COLL-202412-00015,ACC0086938,IND2405015073,2024-12-22,2407.73,debit_order,False,3520.86
REC-202412-00002,COLL-202412-00034,ACC0077032,IND2311015767,2024-12-14,776.48,debit_order,False,3391.88
REC-202412-00003,COLL-202412-00022,ACC0082948,IND2402015819,2024-12-31,101.01,cash_deposit,True,445.2
REC-202412-00004,COLL-202412-00024,ACC0026646,IND2104015752,2024-12-25,991.68,eft,False,2577.64
REC-202412-00005,COLL-202412-00030,ACC0073968,IND2309007679,2024-12-08,2486.48,card,False,2380.08
REC-202412-00006,COLL-202412-00010,ACC0042381,IND2203004618,2025-01-01,603.52,eft,False,1558.71
REC-202412-00007,COLL-202412-00011,ACC0023421,IND2102002046,2024-12-05,1218.53,eft,False,1478.2
REC-202412-00008,COLL-202412-00035,ACC0079780,IND2401019897,2024-12-09,293.7,card,False,716.78
REC-202412-00009,COLL-202412-00023,ACC0057446,COM2212000077,2025-01-11,2905.99,debit_order,False,2423.78
REC-202412-00010,COLL-202412-00013,ACC0046103,IND2206000259,2025-01-08,535.49,card,False,795.2
REC-202412-00011,COLL-202412-00019,ACC0084765,IND2403013800,2024-12-18,1468.15,card,True,1264.48
REC-202412-00012,COLL-202412-00033,ACC0077912,IND2311016728,2024-12-14,3677.82,debit_order,True,3322.61
REC-202412-00013,COLL-202412-00012,ACC0086390,IND2404004647,2024-12-18,431.67,debit_order,False,396.17
REC-202412-00014,COLL-202412-00026,ACC0001298,IND1901009380,2024-12-02,567.76,eft,False,3253.03
