suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-201908-00001,ACC0000115,IND19013155,branch_visit,18/08/2019 13:00,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-201908-00002,ACC0010127,IND19010478,branch_visit,13/08/2019 09:15,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-201908-00003,ACC0008970,IND19006621,phone_call,30/08/2019 11:34,Please send clearer notifications when account details change.,other,submitted
SUG-201908-00004,ACC0010446,IND19002125,branch_visit,01/08/2019 15:05,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-201908-00005,ACC0002850,IND19013194,branch_visit,23/08/2019 14:20,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-201908-00006,ACC0002614,IND19013339,phone_call,02/08/2019 13:30,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201908-00007,ACC0009323,IND19000379,phone_call,27/08/2019 12:51,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-201908-00008,ACC0007257,IND19002485,branch_visit,14/08/2019 12:00,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-201908-00009,ACC0006043,IND19012474,branch_visit,08/08/2019 13:05,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-201908-00010,ACC0007580,IND19012833,branch_visit,21/08/2019 12:30,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-201908-00011,ACC0000702,IND19016305,phone_call,31/08/2019 18:25,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-201908-00012,ACC0009084,IND19007080,branch_visit,10/08/2019 11:50,A monthly fee breakdown would make the statement easier to understand.,fees,implemented
SUG-201908-00013,ACC0009843,COM19000096,phone_call,16/08/2019 07:37,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-201908-00014,ACC0002325,IND19016171,branch_visit,23/08/2019 09:05,Please send clearer notifications when account details change.,other,reviewed
SUG-201908-00015,ACC0007862,IND19004110,phone_call,22/08/2019 17:53,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
