comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-201908-000005,ACC0002698,IND19007039,branch_visit,inbound,25/08/2019 08:45,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,other,resolved,Customer care team reviewing the account history.
COMM-201908-000006,ACC0005285,IND19005948,phone_call,inbound,02/08/2019 09:59,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-201908-000008,ACC0010328,IND19008589,branch_visit,inbound,21/08/2019 12:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-201908-000009,ACC0001013,IND19008033,branch_visit,inbound,16/08/2019 11:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201908-000011,ACC0007612,IND19009922,branch_visit,inbound,13/08/2019 11:05,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-201908-000012,ACC0000203,IND19005110,branch_visit,inbound,12/08/2019 11:10,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-201908-000014,ACC0001041,IND19014771,branch_visit,inbound,06/08/2019 12:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201908-000019,ACC0011016,IND19015052,phone_call,inbound,30/08/2019 16:19,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-201908-000020,ACC0010186,IND19003972,branch_visit,inbound,15/08/2019 11:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,statement_error,escalted,Statement extract queued for reconciliation review.
COMM-201908-000025,ACC0001152,IND19000150,phone_call,inbound,22/08/2019 16:21,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-201908-000030,ACC0002934,IND19011169,phone_call,inbound,30/08/2019 08:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201908-000038,ACC0006095,IND19004821,branch_visit,inbound,21/08/2019 09:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-201908-000041,ACC0005143,IND19021316,phone_call,inbound,22/08/2019 07:42,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,other,resolved,Customer care team reviewing the account history.
COMM-201908-000042,ACC0006645,IND19012381,branch_visit,inbound,05/08/2019 15:50,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-201908-000043,ACC0006037,IND19012380,phone_call,inbound,21/08/2019 16:02,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fraud_concern,open,Card monitoring case opened and customer advised on dispute documents.
COMM-201908-000045,ACC0008509,IND19006891,branch_visit,inbound,24/08/2019 10:50,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-201908-000048,ACC0002986,IND19008991,branch_visit,inbound,04/08/2019 08:15,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-201908-000051,ACC0004089,IND19011651,phone_call,inbound,01/08/2019 18:35,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,staff_behavior,escalted,Branch manager to contact customer and review service notes.
COMM-201908-000053,ACC0007612,IND19009922,phone_call,inbound,18/08/2019 07:21,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201908-000057,ACC0002771,IND19011631,phone_call,inbound,23/08/2019 10:21,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,staff_behavior,open,Branch manager to contact customer and review service notes.
COMM-201908-000059,ACC0005280,IND19003896,branch_visit,inbound,20/08/2019 10:30,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,statement_error,open,Statement extract queued for reconciliation review.
COMM-201908-000063,ACC0008723,IND19009629,branch_visit,inbound,04/08/2019 15:10,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-201908-000064,ACC0008049,IND19003801,phone_call,inbound,19/08/2019 11:55,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
