payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-202002-00001,COLL-202002-00020,ACC0008558,IND1906015819,2020-03-22,1156.1,eft,False,6317.82
REC-202002-00002,COLL-202002-00014,ACC0011096,IND1907003534,2020-02-20,44.98,cash_deposit,False,383.05
REC-202002-00003,COLL-202002-00023,ACC0013302,IND1909007223,2020-02-06,1720.91,cash_deposit,False,5506.0
REC-202002-00004,COLL-202002-00004,ACC0007040,IND1905011954,2020-02-06,698.66,debit_order,False,2915.96
REC-202002-00005,COLL-202002-00008,ACC0016013,IND1911017089,2020-03-27,552.34,cash_deposit,False,1741.45
REC-202002-00006,COLL-202002-00030,ACC0002241,IND1902006183,2020-02-16,668.16,cash_deposit,False,4113.95
REC-202002-00007,COLL-202002-00001,ACC0009142,IND1906017297,2020-02-23,250.04,eft,False,467.05
REC-202002-00008,COLL-202002-00032,ACC0011096,IND1907003534,2020-02-25,160.55,debit_order,True,326.73
REC-202002-00009,COLL-202002-00031,ACC0012070,IND1908014786,2020-02-06,1259.03,debit_order,False,1592.85
REC-202002-00010,COLL-202002-00024,ACC0010788,IND1907007228,2020-02-20,962.1,cash_deposit,True,1644.66
REC-202002-00011,COLL-202002-00026,ACC0002618,IND1902006444,2020-02-27,192.27,eft,False,416.41
REC-202002-00012,COLL-202002-00006,ACC0016413,IND1911002225,2020-03-14,695.59,debit_order,False,1028.54
REC-202002-00013,COLL-202002-00029,ACC0007877,IND1905005695,2020-02-22,243.21,cash_deposit,False,1838.78
REC-202002-00014,COLL-202002-00027,ACC0013534,IND1909013456,2020-02-25,2625.2,card,False,3108.98
