comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202504-000002,ACC0082940,IND2402007348,sms,inbound,2025-04-15T19:38:44+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202504-000007,ACC0066120,IND2305012200,social_media,inbound,2025/04/21 11:26:15,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202504-000011,ACC0067878,IND2306011236,app_message,inbound,2025-04-11T19:36:42+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000015,ACC0087238,IND2405011935,social_media,inbound,2025/04/11 07:16:19,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000021,ACC0028328,IND2105002158,sms,outbound,2025-04-06T06:02:00+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,negative,True,fraud_concern,open,Card monitoring case opened and customer advised on dispute documents.
COMM-202504-000023,ACC0093211,IND2408010494,app_message,inbound,2025-04-28T21:45:35+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000026,ACC0023996,IND2102007445,chatbot,inbound,2025-04-27T16:44:00+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000028,ACC0061769,IND2303006615,chatbot,inbound,2025-04-08T18:15:57+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000032,ACC0038779,IND2201019410,phone_call,inbound,06/04/2025 10:02,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202504-000034,ACC0084087,IND2403020710,app_message,inbound,2025-04-13T01:53:02+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000038,ACC0104406,IND2503011111,app_message,inbound,2025-04-23T13:43:49+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000043,ACC0045949,IND2206010441,phone_call,inbound,22/04/2025 10:58,Home Loan rate increase question,"Howzit, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.",negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202504-000044,ACC0036007,IND2112005850,app_message,inbound,2025-04-17T16:32:32+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000045,ACC0056954,IND2212005236,sms,inbound,2025-04-26T09:37:23+02:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000047,ACC0094637,IND2409004046,branch_visit,inbound,28/04/2025 15:20,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,negative,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000049,ACC0029421,IND2106010907,sms,outbound,2025-04-03T15:39:36+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000054,ACC0084953,IND2403006818,branch_visit,inbound,16/04/2025 13:30,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,True,incorrect_charge,escalted,Charge sent to finance controls for validation against tariff table.
COMM-202504-000055,ACC0041318,IND2202018065,phone_call,inbound,12/04/2025 15:23,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202504-000057,ACC0047354,IND2206002838,whatsapp,inbound,16-Apr-2025 08:46,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
COMM-202504-000066,ACC0048270,IND2207005662,app_message,inbound,2025-04-21T07:42:42+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000068,ACC0090049,IND2406011779,whatsapp,inbound,28-Apr-2025 19:20,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,statement_error,resolved,Statement extract queued for reconciliation review.
COMM-202504-000072,ACC0076821,IND2311013712,social_media,inbound,2025/04/27 14:35:26,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000074,ACC0091054,IND2407009297,phone_call,inbound,24/04/2025 18:21,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000075,ACC0015791,IND1911003553,phone_call,inbound,18/04/2025 15:32,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202504-000080,ACC0057274,IND2212001857,whatsapp,inbound,03-Apr-2025 19:34,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000084,ACC0025709,IND2104002402,phone_call,inbound,04/04/2025 12:57,Why did my debit order fail?,"Howzit, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,incorrect_charge,open,Charge sent to finance controls for validation against tariff table.
COMM-202504-000087,ACC0048691,IND2207019466,whatsapp,inbound,21-Apr-2025 11:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,service_delay,open,Service timeline reviewed and customer updated on next action.
COMM-202504-000091,ACC0052892,IND2210006660,chatbot,inbound,2025-04-23T09:55:56+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000092,ACC0093885,IND2409021730,phone_call,inbound,20/04/2025 10:36,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fraud_concern,resolved,Card monitoring case opened and customer advised on dispute documents.
COMM-202504-000098,ACC0052514,IND2209014877,phone_call,inbound,07/04/2025 10:42,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202504-000100,ACC0053326,IND2210018157,whatsapp,inbound,10-Apr-2025 09:46,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202504-000102,ACC0050471,IND2208005758,branch_visit,inbound,18/04/2025 10:20,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,True,statement_error,open,Statement extract queued for reconciliation review.
COMM-202504-000106,ACC0077545,IND2311016565,whatsapp,inbound,28-Apr-2025 18:18,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202504-000109,ACC0042599,IND2203003282,phone_call,inbound,06/04/2025 17:42,Card blocked at ATM,"Howzit, My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.",negative,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
