comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category
COMM-202411-000001,ACC0087028,IND24021327,phone_call,inbound,30/11/2024 12:06,Home Loan rate increase question,"Hi there, I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.",negative,Banks watch debit-order strain as households adjust spending,,True,failed_transaction
COMM-202411-000002,ACC0059707,IND23012809,chatbot,inbound,2024-11-12T17:21:31+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,neutral,,,False,
COMM-202411-000003,ACC0056751,IND22004736,chatbot,outbound,2024-11-22T08:05:30+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202411-000004,ACC0094925,IND24007652,app_message,outbound,2024-11-26T15:39:02+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,,,False,
COMM-202411-000005,ACC0050124,IND22007157,app_message,outbound,2024-11-25T15:41:39+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,,,False,
COMM-202411-000006,ACC0089986,IND24008890,chatbot,inbound,2024-11-30T10:20:00+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,neutral,Digital channels reshape banking workloads as customer growth continues,,False,
COMM-202411-000007,ACC0034811,IND21010985,branch_visit,inbound,21/11/2024 12:20,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,failed_transaction
COMM-202411-000008,ACC0076493,IND23002475,app_message,inbound,2024-11-30T16:31:30+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,positive,Retail banks sharpen arrears analytics as payment stress persists,,False,
COMM-202411-000009,ACC0034396,IND21019209,whatsapp,inbound,07-Nov-2024 19:03,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,,False,
COMM-202411-000010,ACC0080733,IND24018849,sms,outbound,2024-11-08T08:50:05+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,positive,,,False,
COMM-202411-000011,ACC0072906,IND23005621,app_message,inbound,2024-11-22T11:14:17+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,neutral,,,False,
COMM-202411-000012,ACC0063292,IND23009757,branch_visit,inbound,18/11/2024 15:00,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,negative,,,True,other
COMM-202411-000013,ACC0083837,IND24001975,chatbot,inbound,2024-11-23T15:12:39+02:00,Reset password,I need help resetting my password and confirming that my profile has not been locked.,neutral,,2024-11-21,False,
COMM-202411-000014,ACC0072929,IND23014490,sms,outbound,2024-11-04T12:40:43+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,positive,,,False,
COMM-202411-000015,ACC0096916,IND24008380,app_message,inbound,2024-11-23T19:53:15+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,fee_dispute
