suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202411-00001,ACC0036937,IND21009452,phone_call,01/11/2024 08:42,Please send clearer notifications when account details change.,other,submitted
SUG-202411-00002,ACC0042095,IND22003727,whatsapp,26-Nov-2024 12:21,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202411-00003,ACC0064319,IND23016384,social_media,2024/11/20 06:38:58,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202411-00004,ACC0001902,IND19002096,phone_call,23/11/2024 12:18,Please send clearer notifications when account details change.,other,submitted
SUG-202411-00005,ACC0032434,IND21001667,email,2024-11-08 17:49:43,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202411-00006,ACC0061706,IND23011751,phone_call,12/11/2024 10:03,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202411-00007,ACC0084562,IND24011725,app_message,2024-11-24T14:05:34+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202411-00008,ACC0032302,IND21007114,email,2024-11-16 06:24:00,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202411-00009,ACC0013916,IND19011454,chatbot,2024-11-19T20:14:09+02:00,Please allow customers to book branch appointments from the app.,branch_service,reviewed
SUG-202411-00010,ACC0062767,IND23023051,whatsapp,06-Nov-2024 18:47,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202411-00011,ACC0023444,IND21014150,phone_call,15/11/2024 09:53,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202411-00012,ACC0042673,IND22001914,phone_call,03/11/2024 16:01,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202411-00013,ACC0087966,IND24015926,chatbot,2024-11-25T19:25:01+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202411-00014,ACC0047359,IND22002297,phone_call,27/11/2024 09:21,Please offer a small savings pocket linked to loan repayments.,product_idea,submitted
SUG-202411-00015,ACC0007072,IND19004306,whatsapp,11-Nov-2024 18:43,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
