comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202402-000001,ACC0037773,IND2201004327,app_message,inbound,2024-02-01T17:13:50+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,neutral,False,
COMM-202402-000002,ACC0047506,IND2207009052,phone_call,inbound,27/02/2024 16:24,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202402-000003,ACC0000500,IND1901005407,branch_visit,inbound,23/02/2024 12:05,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202402-000004,ACC0048390,IND2207020949,phone_call,inbound,23/02/2024 12:19,Branch appointment request,I would like to book time at the branch to sort out my account and get printed documents for my records.,neutral,False,
COMM-202402-000005,ACC0009868,COM1906000104,social_media,inbound,2024/02/14 07:26:38,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202402-000006,ACC0007753,IND1905009261,social_media,inbound,2024/02/23 11:16:58,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Conduct teams press for clearer evidence on fees and failed payments' and wanted to check how it affects my account.,neutral,False,
COMM-202402-000007,ACC0052186,IND2209008072,app_message,outbound,2024-02-25T14:05:36+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000008,ACC0023102,IND2102008307,branch_visit,inbound,25/02/2024 10:05,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202402-000009,ACC0011658,IND1908019139,app_message,inbound,2024-02-24T13:59:09+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-202402-000010,ACC0080255,IND2401012869,social_media,inbound,2024/02/26 14:08:12,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,False,
COMM-202402-000011,ACC0067270,IND2306008837,phone_call,inbound,04/02/2024 07:47,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,statement_error
COMM-202402-000012,ACC0060727,IND2302009104,email,inbound,2024-02-18 07:19:12,Statement copy request,Please send me a copy of my latest statement and confirm the closing balance used for the month-end calculation.,neutral,False,
COMM-202402-000013,ACC0035786,IND2111005913,app_message,inbound,2024-02-29T11:55:35+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,True,fee_dispute
COMM-202402-000014,ACC0052186,IND2209008072,sms,outbound,2024-02-04T14:30:56+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,service_delay
COMM-202402-000015,ACC0006925,IND1904004376,app_message,inbound,2024-02-22T16:28:18+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202402-000016,ACC0026606,IND2104000462,social_media,inbound,2024/02/24 07:58:24,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,negative,False,
COMM-202402-000017,ACC0052155,IND2209011014,sms,outbound,2024-02-20T19:38:34+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,False,
COMM-202402-000018,ACC0000463,IND1901014060,app_message,inbound,2024-02-13T09:06:33+02:00,Digital wallet setup help,I need help setting up the digital wallet and linking it to the right account. The app keeps asking me to try again later.,negative,True,digital_issue
COMM-202402-000019,ACC0059284,IND2301005627,whatsapp,outbound,28-Feb-2024 22:10,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000020,ACC0044119,IND2204000260,phone_call,inbound,13/02/2024 17:58,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue
COMM-202402-000021,ACC0066114,IND2305020780,branch_visit,inbound,22/02/2024 10:05,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,neutral,False,
COMM-202402-000022,ACC0057825,IND2301013392,email,outbound,2024-02-11 06:55:30,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000023,ACC0027695,IND2105012732,branch_visit,inbound,04/02/2024 11:00,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202402-000024,ACC0057000,IND2212007084,sms,outbound,2024-02-26T17:42:18+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000025,ACC0042687,IND2203011059,social_media,inbound,2024/02/28 10:11:46,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,service_delay
COMM-202402-000026,ACC0054517,IND2211024225,whatsapp,inbound,12-Feb-2024 18:17,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue
COMM-202402-000027,ACC0026934,IND2104013914,sms,outbound,2024-02-02T07:16:35+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,fee_dispute
COMM-202402-000028,ACC0028394,IND2105011422,app_message,inbound,2024-02-08T00:25:25+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,positive,False,
COMM-202402-000029,ACC0036219,IND2112013923,email,inbound,2024-02-19 18:12:24,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,False,
COMM-202402-000030,ACC0028987,IND2106009188,branch_visit,inbound,25/02/2024 09:00,Cash deposit issue,I made a cash deposit but the amount is not showing correctly. Please investigate the branch or ATM record.,negative,True,fraud_concern
COMM-202402-000031,ACC0066281,IND2305011784,sms,outbound,2024-02-24T13:11:03+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,True,failed_transaction
COMM-202402-000032,ACC0054844,IND2211008992,chatbot,inbound,2024-02-01T08:38:37+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,positive,False,
COMM-202402-000033,ACC0080105,IND2401019754,chatbot,inbound,2024-02-21T05:51:12+02:00,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,positive,False,
COMM-202402-000034,ACC0071819,IND2308019350,branch_visit,inbound,10/02/2024 11:05,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,statement_error
COMM-202402-000035,ACC0000774,IND1901000369,whatsapp,inbound,27-Feb-2024 14:09,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue
COMM-202402-000036,ACC0042868,IND2204004648,phone_call,inbound,12/02/2024 14:37,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,True,incorrect_charge
COMM-202402-000037,ACC0036214,IND2112005179,chatbot,inbound,2024-02-20T16:29:10+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,True,service_delay
COMM-202402-000038,ACC0016904,IND1911002385,whatsapp,outbound,01-Feb-2024 17:35,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000039,ACC0079159,IND2312011840,branch_visit,inbound,20/02/2024 12:45,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202402-000040,ACC0075301,IND2310026613,chatbot,inbound,2024-02-15T17:56:55+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202402-000041,ACC0036974,IND2201010107,branch_visit,inbound,11/02/2024 08:30,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202402-000042,ACC0051509,IND2209005832,whatsapp,inbound,22-Feb-2024 08:50,Agent transfer request,The automated response is not solving my issue. Please transfer me to a consultant who can check the account.,negative,True,digital_issue
COMM-202402-000043,ACC0009499,IND1906001400,whatsapp,outbound,16-Feb-2024 10:18,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000044,ACC0052568,IND2209016033,phone_call,inbound,04/02/2024 17:40,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date.,negative,True,service_delay
COMM-202402-000045,ACC0060730,IND2302002408,branch_visit,inbound,16/02/2024 14:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,other
COMM-202402-000046,ACC0022632,IND2102004671,app_message,inbound,2024-02-21T23:06:52+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,neutral,False,
COMM-202402-000047,ACC0041637,IND2203009737,branch_visit,inbound,03/02/2024 08:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,incorrect_charge
COMM-202402-000048,ACC0006131,IND1904010064,app_message,inbound,2024-02-26T00:38:21+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banking analytics agenda: five signals to watch this month' and wanted to check how it affects my account.,neutral,False,
COMM-202402-000049,ACC0035473,IND2111002763,sms,outbound,2024-02-17T09:08:24+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,positive,False,
COMM-202402-000050,ACC0061130,IND2303001999,app_message,outbound,2024-02-01T09:52:11+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202402-000051,ACC0045500,IND2205007877,branch_visit,inbound,18/02/2024 10:50,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,service_delay
COMM-202402-000052,ACC0032867,IND2109004475,email,inbound,2024-02-18 22:05:22,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,positive,False,
COMM-202402-000053,ACC0057647,IND2301004222,social_media,inbound,2024/02/02 17:17:21,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
COMM-202402-000054,ACC0069233,IND2306019986,sms,outbound,2024-02-03T11:49:13+02:00,Suspicious transaction alert,We detected activity that may require confirmation. Please reply or contact the bank if this transaction was not yours.,neutral,False,
COMM-202402-000055,ACC0014577,IND1910003480,whatsapp,inbound,04-Feb-2024 06:29,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,failed_transaction
COMM-202402-000056,ACC0028761,IND2106008035,sms,inbound,2024-02-02T10:51:57+02:00,Suspicious transaction alert,There is activity on my account that I do not recognise. Please block the card if needed and tell me what evidence you require for the dispute.,negative,True,fraud_concern
COMM-202402-000057,ACC0048305,IND2207001203,app_message,outbound,2024-02-05T09:20:25+02:00,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",negative,False,
COMM-202402-000058,ACC0030351,IND2107005093,phone_call,inbound,03/02/2024 10:44,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,fee_dispute
