suggestion_id,account_id,customer_id,channel,timestamp,suggestion_text,category,status
SUG-202402-00001,ACC0032956,IND2109002431,branch_visit,13/02/2024 11:50,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202402-00002,ACC0041244,IND2202019361,phone_call,08/02/2024 07:58,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202402-00003,ACC0015381,IND1910005223,app_message,2024-02-07T15:13:32+02:00,Please add better card freeze and unfreeze controls in the app.,digital_features,implemented
SUG-202402-00004,ACC0030479,IND2107000306,app_message,2024-02-29T12:34:35+02:00,A monthly fee breakdown would make the statement easier to understand.,fees,reviewed
SUG-202402-00005,ACC0014771,IND1910004724,whatsapp,25-Feb-2024 19:20,Please add a simple way to see pending debit orders before month end.,digital_features,submitted
SUG-202402-00006,ACC0070874,COM2307000250,social_media,2024/02/02 12:46:29,It would be useful to have a low-cost account for family remittances.,product_idea,reviewed
SUG-202402-00007,ACC0038956,IND2201010532,phone_call,27/02/2024 12:50,Please make statements easier to download for tax and rental applications.,other,submitted
SUG-202402-00008,ACC0044141,IND2204008765,social_media,2024/02/12 17:58:30,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202402-00009,ACC0051320,IND2209003713,app_message,2024-02-06T10:06:10+02:00,Please add a simple way to see pending debit orders before month end.,digital_features,reviewed
SUG-202402-00010,ACC0045019,IND2205016464,email,2024-02-20 21:00:08,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202402-00011,ACC0039103,IND2202001716,phone_call,25/02/2024 13:09,The branch queue system should send an SMS when it is nearly your turn.,branch_service,submitted
SUG-202402-00012,ACC0062062,IND2303011742,email,2024-02-18 08:41:43,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
SUG-202402-00013,ACC0066235,IND2305012047,chatbot,2024-02-11T08:02:15+02:00,It would be useful to have a low-cost account for family remittances.,product_idea,submitted
SUG-202402-00014,ACC0039971,IND2202014000,whatsapp,07-Feb-2024 05:35,A monthly fee breakdown would make the statement easier to understand.,fees,submitted
SUG-202402-00015,ACC0028587,IND2106014273,phone_call,25/02/2024 10:48,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202402-00016,ACC0069168,IND2306013348,app_message,2024-02-26T14:04:34+02:00,It would help if the app showed why a transfer is delayed instead of only saying pending.,digital_features,submitted
SUG-202402-00017,ACC0060867,IND2302015828,phone_call,12/02/2024 12:25,The branch queue system should send an SMS when it is nearly your turn.,branch_service,reviewed
SUG-202402-00018,ACC0021233,IND2012000189,whatsapp,14-Feb-2024 19:29,Please add better card freeze and unfreeze controls in the app.,digital_features,reviewed
SUG-202402-00019,ACC0033749,IND2110006275,social_media,2024/02/06 19:51:06,Please add better card freeze and unfreeze controls in the app.,digital_features,submitted
