response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-201912-0000001,CAMP-2019-005,IND1912000759,,2019-12-04,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000002,CAMP-2019-005,IND1912007181,,2019-12-17,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000003,CAMP-2019-005,IND1912008534,,2019-12-18,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000004,CAMP-2019-005,IND1912000677,,2019-12-08,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000005,CAMP-2019-005,IND1912008816,,2019-12-15,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000006,CAMP-2019-005,IND1912002212,,2019-12-13,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000007,CAMP-2019-005,IND1912005829,,2019-12-02,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000008,CAMP-2019-005,IND1912005604,,2019-12-06,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000009,CAMP-2019-005,IND1912002969,,2019-12-19,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000010,CAMP-2019-005,IND1912006084,,2019-12-14,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000011,CAMP-2019-005,IND1912002911,,2019-12-10,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000012,CAMP-2019-005,IND1912000172,,2019-12-01,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000013,CAMP-2019-005,IND1912007909,,2019-12-17,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000014,CAMP-2019-005,IND1912009066,,2019-12-04,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000015,CAMP-2019-005,COM1912000026,,2019-12-13,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000016,CAMP-2019-005,IND1912012980,,2019-12-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000017,CAMP-2019-005,IND1912002670,,2019-12-07,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000018,CAMP-2019-005,IND1912013585,,2019-12-12,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000019,CAMP-2019-005,IND1912008066,,2019-12-03,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000020,CAMP-2019-005,IND1912013865,,2019-12-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000021,CAMP-2019-005,IND1912004892,,2019-12-18,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000022,CAMP-2019-005,IND1912009963,,2019-12-01,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000023,CAMP-2019-005,IND1912011013,,2019-12-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000024,CAMP-2019-005,IND1912003769,,2019-12-16,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000025,CAMP-2019-005,IND1912011482,,2019-12-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000026,CAMP-2019-005,IND1912007734,,2019-12-12,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000027,CAMP-2019-005,IND1912009077,,2019-12-10,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000028,CAMP-2019-005,IND1912013788,,2019-12-07,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000029,CAMP-2019-005,IND1912005235,,2019-12-07,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000030,CAMP-2019-005,IND1912000929,,2019-12-17,ignored,,sms,No direct action recorded after campaign exposure.
RESP-201912-0000031,CAMP-2019-005,IND1912005059,,2019-12-13,opened,,sms,Customer opened or viewed the campaign message.
RESP-201912-0000032,CAMP-2019-005,IND1912011454,,2019-12-05,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000033,CAMP-2019-006,IND1912010579,,2019-12-09,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000034,CAMP-2019-006,IND1912009791,,2019-12-02,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000035,CAMP-2019-006,IND1912011704,,2019-12-07,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-201912-0000036,CAMP-2019-006,IND1912003261,,2019-12-10,ignored,,branch_poster,No direct action recorded after campaign exposure.
