response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202212-0000001,CAMP-2022-010,IND2212001119,,2022-12-24,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000002,CAMP-2022-010,IND2212013232,ACC0056810,2022-12-26,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000003,CAMP-2022-010,IND2212004837,ACC0056684,2022-12-29,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202212-0000004,CAMP-2022-010,IND2212014209,ACC0057439,2022-12-26,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202212-0000005,CAMP-2022-010,IND2212014746,ACC0056831,2022-12-27,clicked,,app_push,Customer clicked through to campaign landing page or product information.
RESP-202212-0000006,CAMP-2022-010,IND2212004671,ACC0057109,2022-12-26,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000007,CAMP-2022-010,IND2212008762,ACC0057426,2022-12-27,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000008,CAMP-2022-010,IND2212002755,ACC0057225,2022-12-29,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000009,CAMP-2022-010,IND2212003665,,2022-12-28,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000010,CAMP-2022-010,IND2212006735,,2022-12-27,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202212-0000011,CAMP-2022-010,IND2212005549,,2022-12-30,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000012,CAMP-2022-010,IND2212005859,ACC0056733,2022-12-24,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202212-0000013,CAMP-2022-010,IND2212012894,,2022-12-31,converted,18480.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202212-0000014,CAMP-2022-010,IND2212003121,ACC0056578,2022-12-26,converted,14773.0,app_push,Customer accepted offer for home_loan through app_push.
RESP-202212-0000015,CAMP-2022-010,IND2212013261,ACC0056809,2022-12-28,opened,,app_push,Customer opened or viewed the campaign message.
RESP-202212-0000016,CAMP-2022-010,IND2212000472,ACC0057353,2022-12-31,ignored,,app_push,No direct action recorded after campaign exposure.
RESP-202212-0000017,CAMP-2022-010,IND2212006372,ACC0056989,2022-12-27,ignored,,app_push,No direct action recorded after campaign exposure.
