comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202107-000003,ACC0024607,IND21002877,phone_call,inbound,02/07/2021 16:52,Why did my debit order fail?,"Hi there, My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,other,open,Customer care team reviewing the account history.
COMM-202107-000004,ACC0002619,IND19006444,phone_call,inbound,18/07/2021 07:28,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account. This also seems connected to Civil unrest and logistics disruption in KZN and Gauteng.,negative,Operational resilience returns to the agenda after payment interruptions,2021-07-12,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202107-000005,ACC0018082,IND19008148,phone_call,inbound,27/07/2021 16:28,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice. This also seems connected to Civil unrest and logistics disruption in KZN and Gauteng.",negative,,2021-07-12,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202107-000008,ACC0028551,IND21009453,app_message,inbound,2021-07-03T16:00:32+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202107-000009,ACC0029076,IND21014392,sms,outbound,2021-07-25T07:32:31+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,2021-07-12,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202107-000010,ACC0001863,IND19014727,phone_call,inbound,24/07/2021 16:17,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,statement_error,open,Statement extract queued for reconciliation review.
COMM-202107-000011,ACC0024084,IND21008448,app_message,inbound,2021-07-10T07:06:49+02:00,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,failed_transaction,escalted,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202107-000014,ACC0012440,IND19003116,branch_visit,inbound,05/07/2021 15:20,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,staff_behavior,resolved,Branch manager to contact customer and review service notes.
COMM-202107-000017,ACC0004799,IND19001595,app_message,inbound,2021-07-07T20:40:20+02:00,Transfer not reflecting,I made a transfer and it is still not reflecting. Please check whether the payment is delayed in your system.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202107-000019,ACC0025361,IND21014271,app_message,inbound,2021-07-15T18:21:54+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,negative,Retail banks sharpen arrears analytics as payment stress persists,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202107-000023,ACC0005928, IND19009847 ,branch_visit,inbound,22/07/2021 14:30,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,service_delay,escalted,Service timeline reviewed and customer updated on next action.
