response_id,campaign_id,customer_id,account_id,response_date,response_type,conversion_value_zar,channel_used,notes
RESP-202311-0000001,CAMP-2023-009,IND2311008548,ACC0076882,2023-11-18,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000002,CAMP-2023-009,COM2311000328,ACC0078288,2023-11-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000003,CAMP-2023-009,IND2311015282,,2023-11-06,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000004,CAMP-2023-009,IND2311003720,ACC0078264,2023-11-01,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000005,CAMP-2023-009,IND2311009975,ACC0076872,2023-11-15,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000006,CAMP-2023-009,IND2311015818,ACC0078006,2023-11-05,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000007,CAMP-2023-009,IND2311005851,ACC0077947,2023-11-12,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000008,CAMP-2023-009,IND2311001112,ACC0077296,2023-11-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000009,CAMP-2023-009,IND2311014950,ACC0077302,2023-11-10,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202311-0000010,CAMP-2023-009,IND2311015779,ACC0077801,2023-11-15,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000011,CAMP-2023-009,IND2311018479,ACC0077397,2023-11-05,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202311-0000012,CAMP-2023-009,IND2311016513,ACC0077820,2023-11-19,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000013,CAMP-2023-009,IND2311004657,ACC0077815,2023-11-11,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202311-0000014,CAMP-2023-009,IND2311005571,,2023-11-18,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000015,CAMP-2023-009,IND2311013195,,2023-11-06,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000016,CAMP-2023-009,IND2311001406,,2023-11-01,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000017,CAMP-2023-009,IND2311011951,,2023-11-16,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000018,CAMP-2023-009,IND2311007277,ACC0076950,2023-11-13,opened,,sms,Customer opened or viewed the campaign message.
RESP-202311-0000019,CAMP-2023-009,IND2311019978,ACC0077794,2023-11-21,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000020,CAMP-2023-009,IND2311016037,ACC0077025,2023-11-15,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000021,CAMP-2023-009,IND2311019533,ACC0078114,2023-11-08,opened,,sms,Customer opened or viewed the campaign message.
RESP-202311-0000022,CAMP-2023-009,IND2311018184,ACC0077898,2023-11-09,ignored,,radio,No direct action recorded after campaign exposure.
RESP-202311-0000023,CAMP-2023-009,IND2311008421,ACC0078086,2023-11-08,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202311-0000024,CAMP-2023-009,IND2311016570,,2023-11-13,ignored,,branch_poster,No direct action recorded after campaign exposure.
RESP-202311-0000025,CAMP-2023-009,IND2311001607,ACC0077177,2023-11-06,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000026,CAMP-2023-009,IND2311008358,,2023-11-11,ignored,,sms,No direct action recorded after campaign exposure.
RESP-202311-0000027,CAMP-2023-009,IND2311016472,ACC0077253,2023-11-19,ignored,,radio,No direct action recorded after campaign exposure.
