case_id,account_id,customer_id,arrears_amount,days_past_due,collection_stage,last_contact_date,last_contact_channel,promise_to_pay_amount,promise_to_pay_date,arrangement_plan,status,assigned_collector,notes
COLL-202205-00001,ACC0007383,IND1905014104,1819.85,202,write_off,2022-05-31,email,,,,resolved,Johan Botha,"Former churned customer returned; new arrears flagged after failed debit order. Customer called, says employer missed payroll. Promised R1 500 by month-end."
COLL-202205-00002,ACC0024995,IND2103003629,5699.69,40,early_collections,2022-05-06,phone_call,,,,open,Johan Botha,"Win-back customer relapsed — prior case closed, reopened after NSF debit order. Legal letter sent via registered post. Awaiting response before summons."
COLL-202205-00003,ACC0007383,IND1905014104,1698.54,50,early_collections,2022-05-05,email,,,,open,Thabo Mokoena,"Former churned customer returned; new arrears flagged after failed debit order. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202205-00004,ACC0029761,IND2106005874,666.86,82,late_collections,2022-05-19,email,,,restructured,resolved,David Govender,New case opened from failed loan repayment and churned relationship status. Arrangement agreed: R1 200/month for 6 months starting 17 August. Arrangement: restructured.
COLL-202205-00005,ACC0042733,IND2203006292,1067.31,218,write_off,2022-05-21,app_message,,,,open,Fatima Patel,New case opened from failed loan repayment and churned relationship status. Settlement offer of R2 500 communicated; customer requested until month-end.
COLL-202205-00006,ACC0026467,IND2104008466,3000.77,74,late_collections,2022-05-10,app_message,1226.67,2022-05-09,payment_holiday,open,Fatima Patel,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal. Arrangement: payment holiday."
COLL-202205-00007,ACC0025017,IND2103001047,3441.45,43,early_collections,2022-05-26,app_message,1116.4,2022-06-06,,open,David Govender,New case opened from failed loan repayment and churned relationship status. Promise to pay recorded after outbound call. Follow-up scheduled.
COLL-202205-00008,ACC0039990,IND2202014547,10882.65,102,legal,2022-05-23,email,,,,open,Sipho Naidoo,New case opened from failed loan repayment and churned relationship status. Debit order returned NSF for third time. Recommend restructuring. Escalating to legal.
COLL-202205-00009,ACC0035550,IND2111013280,2285.92,15,pre_delinquent,2022-05-17,branch_visit,,,,open,Zanele Ndlovu,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
COLL-202205-00010,ACC0041788,IND2203002018,1642.92,1,pre_delinquent,2022-05-01,app_message,,,,closed,Johan Botha,"New case opened from failed loan repayment and churned relationship status. Phone disconnected. Sent SMS, no response. Escalating to legal."
