comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,is_complaint,complaint_category
COMM-202403-000001,ACC0080935,IND2401018062,email,outbound,2024-03-04 09:06:38,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",positive,False,
COMM-202403-000002,ACC0080859,IND2401003948,whatsapp,inbound,27-Mar-2024 21:28,Reset password,I need help resetting my password and confirming that my profile has not been locked.,negative,True,service_delay
COMM-202403-000003,ACC0049662,IND2208018509,branch_visit,inbound,19/03/2024 15:30,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,digital_issue
COMM-202403-000004,ACC0034132,IND2110004460,phone_call,inbound,01/03/2024 18:56,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,neutral,False,
COMM-202403-000005,ACC0042215,IND2203002976,social_media,inbound,2024/03/29 08:39:45,App login problem,The app is not behaving properly and I cannot complete what should be a simple transaction. Please check whether there is an issue on my profile.,negative,True,digital_issue
COMM-202403-000006,ACC0023404,IND2102001158,email,inbound,2024-03-25 09:49:21,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Retail banks sharpen arrears analytics as payment stress persists' and wanted to check how it affects my account.,positive,False,
COMM-202403-000007,ACC0083211,IND2402014193,branch_visit,inbound,12/03/2024 13:00,Complaint about service,The service delay is frustrating. I have followed up more than once and still do not have a proper answer.,neutral,False,
COMM-202403-000008,ACC0011294,IND1908016111,email,inbound,2024-03-09 10:08:22,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,True,other
COMM-202403-000009,ACC0021594,IND2101000368,email,outbound,2024-03-25 14:00:59,New statement available,"Your latest account statement is available. Please review the charges, interest and debit order activity.",neutral,False,
COMM-202403-000010,ACC0034489,IND2111011607,email,inbound,2024-03-13 15:56:09,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,neutral,False,
