comm_id,account_id,customer_id,channel,direction,timestamp,subject,body,sentiment,linked_news_title,linked_event_date,is_complaint,complaint_category,resolution_status,resolution_notes
COMM-202106-000002,ACC0000086,IND19000654,app_message,inbound,2021-06-20T17:37:58+02:00,Balance check,Please confirm my available balance and whether any debit orders are still pending.,negative,,,True,failed_transaction,resolved,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202106-000003,ACC0016232,IND19013069,branch_visit,inbound,23/06/2021 11:45,Why did my debit order fail?,"My debit order did not go through and I need to know whether it was insufficient funds, a retry problem or a bank processing issue. The account should not be charged twice.",negative,,,True,staff_behavior,open,Branch manager to contact customer and review service notes.
COMM-202106-000004,ACC0021000,IND20000525,app_message,inbound,2021-06-27T14:49:42+02:00,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Operational resilience returns to the agenda after payment interruptions' and wanted to check how it affects my account.,negative,Operational resilience returns to the agenda after payment interruptions,,True,fee_dispute,open,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202106-000006,ACC0006877, IND19011130 ,app_message,inbound,2021-06-21T07:34:22+02:00,Unauthorised bank charge enquiry,Please explain the latest bank charge on my statement. I cannot see why this fee was taken and I want it reversed if it was incorrect.,negative,,,True,incorrect_charge,resolved,Charge sent to finance controls for validation against tariff table.
COMM-202106-000007,ACC0010333,IND19002509,phone_call,inbound,22/06/2021 10:47,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Statement delays add noise to month-end finance controls' and wanted to check how it affects my account.,negative,Statement delays add noise to month-end finance controls,,True,service_delay,resolved,Service timeline reviewed and customer updated on next action.
COMM-202106-000009,ACC0011269,COM19000047,phone_call,inbound,09/06/2021 10:11,Card blocked at ATM,My card was blocked at the ATM and I need access restored or a replacement card arranged. I have an urgent payment to make.,negative,,,True,digital_issue,resolved,Digital support case created with device and login details.
COMM-202106-000013,ACC0028157,IND21005417,branch_visit,inbound,18/06/2021 13:20,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Digital channels reshape banking workloads as customer growth continues' and wanted to check how it affects my account.,negative,Digital channels reshape banking workloads as customer growth continues,,True,failed_transaction,open,"Payment operations checking debit-order status, retry timing and available balance."
COMM-202106-000022,ACC0025813,IND21011443,phone_call,inbound,06/06/2021 07:46,Home Loan rate increase question,I am worried my home loan instalment may change. Please confirm whether my repayment will be repriced and from which date. I saw the article 'Banks watch debit-order strain as households adjust spending' and wanted to check how it affects my account.,negative,Banks watch debit-order strain as households adjust spending,,True,fee_dispute,resolved,Fee query logged; customer will receive a reversal decision after statement review.
COMM-202106-000026,ACC0014975,IND19000727,sms,outbound,2021-06-19T17:36:29+02:00,Your loan repayment failed due to insufficient funds,Your scheduled loan repayment was not successful. Please fund your account or contact us to discuss payment options.,negative,,,True,staff_behavior,escalted,Branch manager to contact customer and review service notes.
COMM-202106-000028,ACC0001214,IND19003792,sms,outbound,2021-06-21T13:36:59+02:00,Branch holiday hours,Please note adjusted branch hours this month. Digital channels remain available for balance checks and transfers.,negative,,,True,fraud_concern,open,Card monitoring case opened and customer advised on dispute documents.
