payment_id,case_id,account_id,customer_id,payment_date,amount,payment_method,was_promise_kept,arrears_after_payment
REC-201908-00001,COLL-201908-00021,ACC0009623,IND1906009069,2019-08-31,836.57,cash_deposit,True,1557.14
REC-201908-00002,COLL-201908-00011,ACC0008796,IND1906011873,2019-08-11,463.51,card,False,2878.46
REC-201908-00003,COLL-201908-00019,ACC0008582,IND1906004596,2019-08-07,725.32,eft,False,1752.26
REC-201908-00004,COLL-201908-00027,ACC0002950,IND1902012612,2019-08-16,791.24,eft,False,846.3
REC-201908-00005,COLL-201908-00031,ACC0007101,IND1905014986,2019-08-04,2349.1,eft,False,1406.19
REC-201908-00006,COLL-201908-00023,ACC0008525,IND1906014248,2019-08-17,1590.85,cash_deposit,False,2368.55
REC-201908-00007,COLL-201908-00030,ACC0007250,IND1905001815,2019-08-22,3019.38,eft,False,1955.06
REC-201908-00008,COLL-201908-00026,ACC0002532,IND1902011247,2019-08-21,980.45,card,False,2054.37
REC-201908-00009,COLL-201908-00013,ACC0002078,IND1902001195,2019-08-20,116.57,debit_order,True,116.99
REC-201908-00010,COLL-201908-00012,ACC0009396,IND1906000153,2019-08-05,1045.96,card,False,2798.74
REC-201908-00011,COLL-201908-00028,ACC0007706,IND1905001393,2019-08-09,963.5,debit_order,False,4682.65
REC-201908-00012,COLL-201908-00032,ACC0001964,IND1902008409,2019-08-11,279.73,debit_order,True,1294.73
REC-201908-00013,COLL-201908-00015,ACC0002474,IND1902017936,2019-08-18,542.43,debit_order,True,2112.69
